env_seed,action,chosen,predicted_advantage,shaped_advantage,economic_advantage
341783789,0,False,0.0,0.0,0.0
341783789,1,False,0.06685236,-0.5380066017650194,-0.519717516765013
341783789,2,True,0.18987173,0.01856992985471706,0.018320204854717304
949584537,0,False,0.0,0.0,0.0
949584537,2,True,0.031916797,-0.0033797760207146532,-0.0036304010207146575
1805701643,0,False,0.0,0.0,0.0
1805701643,1,False,0.23447925,-0.03043426799506488,-0.030183667995288488
1805701643,27,True,0.23725587,-0.030841670918122954,-0.03054094591834655
352830722,0,False,0.0,0.0,0.0
352830722,1,False,0.18430516,-0.02554830099808747,-0.025598175998197803
352830722,27,True,0.2064141,-0.03013411778391628,-0.030134112784026
896720551,0,False,0.0,0.0,0.0
896720551,1,False,0.0584926,-0.06701527153530762,-0.06651512153530348
896720551,3,True,0.17554906,-0.04970396392130105,-0.04945391392084275
1961290523,0,False,0.0,0.0,0.0
1961290523,40,True,0.03414254,0.0014709135229616817,0.0016958460229545835
1134582835,0,False,0.0,0.0,0.0
1134582835,1,True,0.14000411,-0.031466471067778,-0.03171707106777433
2119060547,0,False,0.0,0.0,0.0
2119060547,1,False,-0.003151089,-1.1654124004977657,-1.1451061095176556
2119060547,1262,True,0.98750263,0.1450378453034896,0.13728784530349003
168766451,0,True,0.0,0.0,0.0
168766451,1,False,-0.07124996,-0.031802001246570816,-0.03155187624656719
252875413,0,False,0.0,0.0,0.0
252875413,1,False,-1.3543491,9.057423159065433,9.07773212053371
252875413,1104,True,1.0918102,0.23799948336189303,0.2346460833623496
579525249,0,False,0.0,0.0,0.0
579525249,1,False,-0.009708554,-0.15962174118053435,-0.1491193161805313
579525249,716,True,0.046807338,0.04104090450816483,0.03653910450816511
82315846,0,False,0.0,0.0,0.0
82315846,1,False,-0.23547804,0.07084276176637982,-0.06606567269589902
82315846,902,True,0.14025676,0.0005534100000137432,1.4210854715202004e-14
1633384733,0,False,0.0,0.0,0.0
1633384733,1,False,0.19249986,-0.02979988777115314,-0.029849887771149497
1633384733,27,True,0.20738374,-0.028150256078120273,-0.028150251078123745
1393352542,0,False,0.0,0.0,0.0
1393352542,1,False,-0.025651697,-0.02875365898162291,-0.028503433981626358
1393352542,3,True,0.046018295,-0.028954207634692627,-0.028954232634703203
2058509513,0,False,0.0,0.0,0.0
2058509513,1,False,-0.11496195,-0.06199829523213346,-0.06087705273213828
2058509513,816,True,0.02805373,-0.00025097858335904055,-0.001248078583358847
1619729377,0,False,0.0,0.0,0.0
1619729377,1,False,-0.030711021,-0.027963936366074273,-0.028214136366074172
1619729377,3,True,0.017314393,-0.026608258007522752,-0.02710868300752267
1839776036,0,False,0.0,0.0,0.0
1839776036,1,False,0.021708954,-0.028993510786453736,-0.02874276078645721
1839776036,3,True,0.060062796,-0.028955859017835123,-0.02895590901783862
2069116958,0,False,0.0,0.0,0.0
2069116958,1,False,0.010816246,-0.024163339857558253,-0.022159664857554162
2069116958,128,True,0.09285718,-0.0009442064616949075,-0.0019467064616947027
1851840060,0,False,0.0,0.0,0.0
1851840060,1,False,-0.0024421774,-0.027765949219444974,-0.027515599219441356
1851840060,3,True,0.04676722,-0.028999999999999998,-0.029000000000003467
449852875,0,False,0.0,0.0,0.0
449852875,1,False,0.32565188,0.25441877204998065,0.2518943470497561
449852875,42,True,0.36965168,-0.01255607269786907,-0.012308797698096896
861145535,0,False,0.0,0.0,0.0
861145535,1,False,0.09266105,0.1874288414321192,0.18491954143211586
861145535,1344,True,0.20534837,0.21445772548026265,0.22248892548026333
