policy,env_seed,objective,auction_value,opening_inventory,final_inventory,cancels
original,1202632574,2.4668188107519162,-0.028253059769550014,0.41559971346080715,0.42295043842243696,1
diagnostic_auction_transfer,1202632574,2.211607374970561,-0.2834644955518634,0.41559971346080715,-1.86190028653923,0
original,2124558654,-35.07320620958233,7.962861837653759,29.817208230304843,15.737208230305022,0
diagnostic_auction_transfer,2124558654,-33.6455716838317,9.390496363404107,29.817208230304843,12.0572082303053,0
original,1714748616,8.058289679739467,-0.08345770797222545,0.044711858072957966,-0.27473737907103263,3
diagnostic_auction_transfer,1714748616,8.112747387712275,-0.029000000000000012,0.044711858072957966,0.0447118580729704,1
original,1898011230,28.160674333406163,-0.012507205047860896,4.128619127714842,3.811557312275646,1
diagnostic_auction_transfer,1898011230,28.194008435487728,0.020826897031405056,4.128619127714842,0.43528606840398565,0
original,767118193,42.692212259314395,-0.027938615586990678,0.6412569591996942,0.7232452761490171,1
diagnostic_auction_transfer,767118193,42.68356527655836,-0.03658559834343618,0.6412569591996942,1.1003209931966083,1
original,1003775508,2.650960661182853,-0.13434457152075102,0.31120627164169434,1.6587062716417798,0
diagnostic_auction_transfer,1003775508,2.6302892680938235,-0.15501596461092734,0.31120627164169434,1.8385011756216743,0
original,539531727,-0.40873482125630334,-1.340584287355917,0.7727415405389308,-9.206487539880374,0
diagnostic_auction_transfer,539531727,0.6132366584086653,-0.31861280769040273,0.7727415405389308,-3.4029401618872415,0
original,1573914570,22.132005673415556,-0.9521900825699193,0.9970921673228617,-5.547145555736595,0
diagnostic_auction_transfer,1573914570,22.959163828001895,-0.12503192798088184,0.9970921673228617,0.9347246200292918,5
original,651671679,43.54540723743378,-0.01534714134902941,16.047205838623498,16.010370867410764,5
diagnostic_auction_transfer,651671679,43.43809573118297,-0.12265864760106072,16.047205838623498,15.427205838623376,14
original,1245736900,3.263595569221491,-1.880501295315494,0.7436199553995948,-10.094471984662036,0
diagnostic_auction_transfer,1245736900,5.088959492564558,-0.05513737197053229,0.7436199553995948,0.21611995539960915,1
original,437248997,11.373028980594587,-0.6457876898721705,0.34373970640717744,-4.82876029359284,0
diagnostic_auction_transfer,437248997,10.626962755410286,-1.3918539150558207,0.34373970640717744,-8.351260293593004,0
original,65203010,-73.1584269445196,0.08672400071489617,22.946730777691215,22.71652408907625,1
diagnostic_auction_transfer,65203010,-72.88696707789789,0.3581838673367276,22.946730777691215,22.186796419633968,0
original,1677984384,-14.55330156425444,-6.465237691526891e-05,0.8962002237901032,0.8687002237900874,0
diagnostic_auction_transfer,1677984384,-14.639212539312705,-0.08597562743623142,0.8962002237901032,0.9086920750187986,5
original,1783535484,-7.290615433439158,-4.07416110969684,0.6787858742521848,-14.151214125747886,0
diagnostic_auction_transfer,1783535484,-3.2837917356318465,-0.06733741188862857,0.6787858742521848,0.12659627148348251,0
original,735439411,-22.988304124928625,-0.010634176366092424,0.6779910541304872,0.6004910541305328,0
diagnostic_auction_transfer,735439411,-22.998114816878694,-0.020444868314814773,0.6779910541304872,0.6454910541304955,1
original,159187088,-8.355729165163256,0.9773556129433145,0.5341253111318167,-1.5458746888686754,0
diagnostic_auction_transfer,159187088,-8.39752181279895,0.9355629653076926,0.5341253111318167,-1.9258746888681735,17
original,1695559284,-8.868906604548952,-12.188309222479303,0.815108071299278,14.33510807129925,0
diagnostic_auction_transfer,1695559284,-8.28540202796743,-11.604804645898652,0.815108071299278,13.89658989592441,0
original,1735530327,-7.61904781045178,0.3682635536265994,2.2110319497465554,0.4041012296209343,19
diagnostic_auction_transfer,1735530327,-7.862602926468461,0.1247084376112074,2.2110319497465554,1.062382371100126,21
original,1680799361,-12.186260680243295,0.7980894318671788,10.142310028839233,6.639054399027238,0
diagnostic_auction_transfer,1680799361,-12.186260680243295,0.7980894318671788,10.142310028839233,6.639054399027238,0
original,560780911,-0.7187427282771379,-0.016323039256090854,0.19855637741980559,0.10414459691160549,1
diagnostic_auction_transfer,560780911,-0.758719115941332,-0.056299426921426636,0.19855637741980559,0.01726074975197764,3
original,1247136764,29.97735308094995,-0.05722703426994447,10.379593146012013,10.129593146011999,10
diagnostic_auction_transfer,1247136764,29.910243070230628,-0.12433704498945405,10.379593146012013,9.759593146011952,14
original,1770963861,-33.68880228633047,-0.20512666512467492,0.9171452132604827,0.8274033787680474,13
diagnostic_auction_transfer,1770963861,-33.61709420213476,-0.13341858092852643,0.9171452132604827,0.6159311139522197,9
original,1877734138,6.601197972454135,-0.022654006300684187,0.5136193176694803,0.5505928369366454,1
diagnostic_auction_transfer,1877734138,6.399085686536786,-0.2247662922196305,0.5136193176694803,0.5382691367178392,12
original,80487468,-54.52449821481487,0.7263318916279394,32.08024685949965,30.810370426795366,6
diagnostic_auction_transfer,80487468,-54.6341775568929,0.616652549549157,32.08024685949965,31.09125243593581,3
original,1828126960,26.372652300117664,0.027414038595746853,9.19152793814392,8.945372935906075,0
diagnostic_auction_transfer,1828126960,26.339238261522194,-0.00599999999999801,9.19152793814392,9.19152793814391,3
original,1979006041,-18.19976603569823,-0.12094767757139388,0.15054165053237512,-1.3619583494673737,1
diagnostic_auction_transfer,1979006041,-18.054955439107776,0.023862919018670166,0.15054165053237512,0.9830416505338189,0
original,1405686337,11.026894368744248,1.5341575219626067,21.577374042642745,18.807374042642397,0
diagnostic_auction_transfer,1405686337,10.664424884213435,1.1716880374330445,21.577374042642745,19.498222697387092,5
original,1002042369,15.215645837232788,-0.10150337113299523,0.5136478354296514,-4.802289314767952,2
diagnostic_auction_transfer,1002042369,15.23780343588562,-0.07934577248020516,0.5136478354296514,1.9625647796324062,0
original,1195216106,38.02770484289316,-0.042354948484113975,0.5121787825153064,-2.1208069109822936,0
diagnostic_auction_transfer,1195216106,38.04090427172779,-0.029155519649478635,0.5121787825153064,0.5271423623716128,1
original,644499193,-25.62187427187025,-0.18098001977356595,28.45080843620039,28.74580843620036,5
diagnostic_auction_transfer,644499193,-25.54388736117165,-0.10299310907401674,28.45080843620039,28.608308436200364,4
original,1300737978,8.191304867341008,6.465041754527643,27.757813075633763,12.435313075634738,0
diagnostic_auction_transfer,1300737978,3.637548412052876,1.9112852992392693,27.757813075633763,24.05173371896317,15
original,1073351039,11.44284973600336,0.007433115308828132,0.4568353351372991,0.9127343129934331,0
diagnostic_auction_transfer,1073351039,11.418451045793887,-0.016965574899587103,0.4568353351372991,1.070174444714096,1
original,2137582184,-10.145113359236081,-0.13372552415407815,0.3168719305198522,-0.5856280694798244,1
diagnostic_auction_transfer,2137582184,-10.034662142861555,-0.023274307779901998,0.3168719305198522,0.30459362873093393,1
original,1676359236,-10.714401251611903,-0.2361122274349043,0.5422122956495059,-1.5827877043508494,7
diagnostic_auction_transfer,1676359236,-10.812407300977807,-0.3341182768017454,0.5422122956495059,0.4072122956494937,15
original,723651683,17.236494098911628,0.1349592774838244,9.211169976198079,6.026169976198052,0
diagnostic_auction_transfer,723651683,16.935216917017975,-0.16631790440994737,9.211169976198079,9.167222457396203,9
original,1419637598,-37.96594652073331,0.4906602364802628,24.24404983078398,23.204049830784065,6
diagnostic_auction_transfer,1419637598,-37.680914122085944,0.775692635126583,24.24404983078398,22.804049830783974,1
original,1075391219,22.56461658590066,-0.03676976765616101,0.8651377700159344,0.8848213587987054,2
diagnostic_auction_transfer,1075391219,22.48582378215423,-0.1155625714024726,0.8651377700159344,0.7776377700159278,4
original,477512663,-8.443024007902357,-4.3989278032963455,0.44360705496148967,-14.628837785216758,0
diagnostic_auction_transfer,477512663,-4.158302398812714,-0.11420619420634331,0.44360705496148967,-0.3238929450385797,0
original,1134358697,-149.91082815944225,-0.45069956210639245,47.37666579199022,47.399165791990214,29
diagnostic_auction_transfer,1134358697,-149.76655451339096,-0.30642591605439246,47.37666579199022,47.41166579199022,12
original,1084076430,22.239720684302025,-0.018243130321376897,0.6521620383536799,0.5496620383536466,0
diagnostic_auction_transfer,1084076430,22.134496599349497,-0.12346721527505129,0.6521620383536799,0.6721487255926647,8
original,707212436,22.431925226917098,-0.9562447686203495,0.32761468158041396,-5.304885318421516,0
diagnostic_auction_transfer,707212436,23.362749938198135,-0.025420057340790437,0.32761468158041396,0.3526146815804223,1
original,1876244211,0.829597448018254,-0.15538371411176788,8.266275327138317,8.293181128054602,6
diagnostic_auction_transfer,1876244211,0.809597448018254,-0.17538371411176787,8.266275327138317,8.293181128054602,7
original,1130414172,-34.07733728918373,-0.0014946841908275996,0.02773994387395362,-0.14226005612605874,1
diagnostic_auction_transfer,1130414172,-34.193202395725,-0.11735979073160438,0.02773994387395362,0.21727855225178927,6
original,1202113902,8.022250711156028,-1.7907218393509097,0.09451275418861371,-10.69357659892627,0
diagnostic_auction_transfer,1202113902,8.458794825379016,-1.3541777251281357,0.09451275418861371,-8.994149767631892,0
original,1903116756,12.03357213515539,-0.06941661907528304,0.7194580365943182,-1.0905419634057179,14
diagnostic_auction_transfer,1903116756,11.934288327249963,-0.16870042698117826,0.7194580365943182,0.29466657946542363,19
original,422761302,45.81694322530641,0.5159349670258983,14.80218309675459,12.696185887926003,0
diagnostic_auction_transfer,422761302,46.41791023057362,1.116901972293166,14.80218309675459,9.578234826387895,0
original,716995144,-12.757797529006424,1.2588432276202068,19.54584845437813,15.633942255307272,0
diagnostic_auction_transfer,716995144,-13.378059336598366,0.6385814200288128,19.54584845437813,17.680065031868693,0
original,2053878917,20.43619281225375,0.10493432653557205,0.5494513802604786,1.3994513802604676,1
diagnostic_auction_transfer,2053878917,20.92537753736233,0.5941190516456196,0.5494513802604786,6.550816019386295,0
original,581815267,-25.080127706070726,-3.598825316889893,0.6348547816258048,8.444854781625622,0
diagnostic_auction_transfer,581815267,-23.97392422665562,-2.4926218374753217,0.6348547816258048,6.307354781625488,0
original,152599839,-9.616739447094524,2.023513746109158,6.908133510229533,3.0106755717927047,0
diagnostic_auction_transfer,152599839,-9.313789507607193,2.3264636855983953,6.908133510229533,2.0806747619076207,15
original,1477827732,-50.31136099045064,-0.03951985859721777,0.6005449112860362,0.12304491128607964,0
diagnostic_auction_transfer,1477827732,-50.291501436345264,-0.019660304491128894,0.6005449112860362,0.6055449112860529,1
original,1508169003,5.692418616114829,-0.15834374420453112,0.22333884671107285,-5.163043640694069,0
diagnostic_auction_transfer,1508169003,5.8125710176875325,-0.03819134263163007,0.22333884671107285,-1.1252684997708116,2
original,766716989,24.043900315343855,0.3775504868460819,12.77686378167786,11.046863781677756,0
diagnostic_auction_transfer,766716989,23.928299877368755,0.26195004886944784,12.77686378167786,11.601863781677798,1
original,1152958808,-82.37700749255318,2.1024299493376994,19.214049112156246,14.523066541506694,10
diagnostic_auction_transfer,1152958808,-81.8635580270115,2.6158794148793505,19.214049112156246,13.294049112156188,1
original,99383184,-7.79293201169146,0.6531267954909884,12.911196989098059,9.888696989098005,5
diagnostic_auction_transfer,99383184,-7.675716387644511,0.7703424195379378,12.911196989098059,9.416196989098147,2
original,1884479183,31.186465045174828,-0.24691847025309366,0.8725932280508744,-9.299906771949644,0
diagnostic_auction_transfer,1884479183,31.129410785974287,-0.30397272945262227,0.8725932280508744,0.8950932280508397,17
original,750706178,-9.81985563604578,-0.005855789940523439,0.2697362686222533,-0.05776373137774016,0
diagnostic_auction_transfer,750706178,-9.86006753180658,-0.04606768570158188,0.2697362686222533,0.13973626862227562,2
original,1817682476,-13.696466391714738,4.3356591294823107e-16,0.27635814149613225,0.2763581414961295,0
diagnostic_auction_transfer,1817682476,-13.770454573974181,-0.07398818225714544,0.27635814149613225,0.013858141496130294,4
original,1042990304,16.835735644261486,-0.10841720867825336,0.5405206099165838,0.07057839477128008,1
diagnostic_auction_transfer,1042990304,17.068095690203545,0.12394283726550873,0.5405206099165838,1.4205206099167769,1
original,1108039791,3.7473862557652957,-0.2636038207674283,4.979417006109287,4.999014623402494,11
diagnostic_auction_transfer,1108039791,3.870337157055226,-0.14065291947747383,4.979417006109287,4.996565101679934,6
original,1425572694,-7.594946028672012,-0.21301992569357475,0.5350097267462814,0.1525281576487803,16
diagnostic_auction_transfer,1425572694,-7.427648739361537,-0.04572263638282609,0.5350097267462814,0.4628970373353154,2
original,1735557126,16.559771510927106,-0.01892886044175731,0.9020504836246914,0.8870950463938375,1
diagnostic_auction_transfer,1735557126,16.52421208257124,-0.05448828879948759,0.9020504836246914,0.12106714598474355,0
original,1353732788,4.062891221490709,-0.02595862023300794,0.6711546601580665,0.6736546601580562,1
diagnostic_auction_transfer,1353732788,3.8951504957204697,-0.19369934600280111,0.6711546601580665,-2.690097755143361,1
original,940329249,12.439044005272526,-0.2972112191952628,0.06884147384013772,-1.451158526159741,13
diagnostic_auction_transfer,940329249,12.400878663713405,-0.3353765607545919,0.06884147384013772,-0.9911585261597757,15
original,371140811,-27.86925702532899,-0.3158851675943113,16.782269306420872,18.834960970738518,6
diagnostic_auction_transfer,371140811,-51.52502287355462,-23.971651015819575,16.782269306420872,57.742269306420326,0
original,1927074785,-17.27886933836055,-0.2962760273831595,0.039554766318374845,0.06455476631837254,13
diagnostic_auction_transfer,1927074785,-17.296557427407794,-0.31396411642989586,0.039554766318374845,0.05455476631837097,14
original,357676500,48.39258241260078,1.278146694689156,24.0864298961705,21.88150990223211,0
diagnostic_auction_transfer,357676500,48.9474257639188,1.832990046006544,24.0864298961705,20.8680899822918,0
original,1956460483,-15.570954217219478,-0.014999999999995453,14.0361710452285,14.036171045228484,1
diagnostic_auction_transfer,1956460483,-15.574954217219478,-0.01899999999999545,14.0361710452285,14.036171045228484,1
original,950659910,12.237901278868883,-0.30624839499141565,0.4915602916047135,-3.075945133869715,0
diagnostic_auction_transfer,950659910,12.565414008057617,0.02126433419648225,0.4915602916047135,1.634043796087757,1
original,1929821862,-44.95047537396265,-0.11103324282436908,17.533378587819797,17.43337858781982,6
diagnostic_auction_transfer,1929821862,-44.84262630626828,-0.003184175129421694,17.533378587819797,17.545588331937413,0
original,1530964271,12.932410868514477,2.7358825275976635,27.577185064936728,12.102185064938947,0
diagnostic_auction_transfer,1530964271,12.829489792538796,2.632961451623472,27.577185064936728,14.392185064939188,0
original,1039561123,6.0605786042339105,-0.19320651109181106,17.08317193656147,17.194185884306524,8
diagnostic_auction_transfer,1039561123,6.142762002958128,-0.11102311236911938,17.08317193656147,17.206513852911478,5
original,2033770822,-37.188430764102264,1.1623440823833127,13.490107361130512,10.162607361130325,2
diagnostic_auction_transfer,2033770822,-38.151665374158625,0.1991094723253372,13.490107361130512,12.954907994565035,1
original,1995875399,5.277109529725057,-0.3082426562282894,0.14091162601442875,-5.553748437692778,0
diagnostic_auction_transfer,1995875399,5.584677552468793,-0.0006746334845540459,0.14091162601442875,-0.29549862064218646,0
original,531993114,-23.592973663473252,0.13155555548791503,1.899754734980874,0.6669073510583146,6
diagnostic_auction_transfer,531993114,-24.014456841073663,-0.28992762211306466,1.899754734980874,2.3972547349808995,10
original,1047986578,15.524014589401157,-0.13544654109055587,0.960082892580985,0.0800828925811965,2
diagnostic_auction_transfer,1047986578,15.473419096833066,-0.18604203365617755,0.960082892580985,0.98951421364431,9
original,579771905,29.604989549258548,-0.20576794877686067,0.2944166452610659,-14.632705111282466,3
diagnostic_auction_transfer,579771905,29.625053347860902,-0.18570415017223885,0.2944166452610659,0.16093075039031385,12
original,1372588245,-20.374301902257578,-3.4766264067175836,0.8230615460160067,8.214268495201186,0
diagnostic_auction_transfer,1372588245,-16.822620635426926,0.07505486011345017,0.8230615460160067,0.04332647007325596,18
original,320685970,-18.787046704615733,0.8844843197642052,10.478961973445251,7.158510617806182,0
diagnostic_auction_transfer,320685970,-19.206325345287212,0.46520567909113175,10.478961973445251,8.83599392219441,0
original,1363750732,8.136130166729412,-0.2851323773109626,0.6126782046065102,0.2976782046064361,26
diagnostic_auction_transfer,1363750732,8.159563969677068,-0.2616985743631515,0.6126782046065102,0.21267820460653475,25
original,1574666743,66.95923261322521,-0.0918553677921186,0.9138502949988521,0.943783029364245,13
diagnostic_auction_transfer,1574666743,66.61566251325557,-0.43542546776312424,0.9138502949988521,0.9288174946369998,29
original,1569991180,-57.437386078788194,0.394390008262005,13.577409733870752,12.470433151618622,3
diagnostic_auction_transfer,1569991180,-58.843372295094355,-1.0115962080454317,13.577409733870752,15.854160697700413,0
original,376784156,-26.359076730111045,-0.2889784800891144,0.2824668151911567,0.3124668151911649,14
diagnostic_auction_transfer,376784156,-26.344670429226234,-0.2745721792037976,0.2824668151911567,0.2949668151911631,13
original,930460386,21.592138969930232,-0.1238735831959599,0.1026143521482652,0.35761435214829973,12
diagnostic_auction_transfer,930460386,21.315235337039063,-0.40077721608803707,0.1026143521482652,0.11511435214827515,26
original,228034093,-4.829906342235329,0.04247010571745459,0.0030639015379989587,-0.08943609846112732,0
diagnostic_auction_transfer,228034093,-5.006286097123705,-0.13390964917088893,0.0030639015379989587,0.23213106400983277,7
original,617281634,5.9444104283928825,0.0033325029752650226,0.295512031803554,0.3204110442210511,0
diagnostic_auction_transfer,617281634,6.30966374028358,0.36858581486743563,0.295512031803554,5.22051203180515,0
original,871908029,18.41973706372988,0.088217408269761,5.276414685810835,1.698914685810763,3
diagnostic_auction_transfer,871908029,18.418605832539132,0.08708617707702239,5.276414685810835,3.856414685810904,0
original,1871181429,-2.056037452364805,0.13710544105441344,0.40474058056901185,1.3929019736908927,1
diagnostic_auction_transfer,1871181429,-2.0359360905316115,0.15720680288810113,0.40474058056901185,1.519505083317867,1
original,1034487167,2.984769589105668,-4.084895481331349,0.853402477309487,10.315902477310615,0
diagnostic_auction_transfer,1034487167,6.227299901721883,-0.8423651687141168,0.853402477309487,3.0437398993915554,12
original,418523138,23.22686830042218,0.5125525734386123,6.6114203962819715,3.6404177109247704,0
diagnostic_auction_transfer,418523138,23.012417947976065,0.2981022209916966,6.6114203962819715,4.413949730139757,13
original,413849587,37.314235778382326,0.02078993975402188,13.948466237330678,6.324215505237576,0
diagnostic_auction_transfer,413849587,37.437772661462965,0.1443268228346326,13.948466237330678,11.07596623733096,0
original,1767142361,24.97078248165747,0.0003223247512144874,0.1974830246322199,0.08226220211276401,0
diagnostic_auction_transfer,1767142361,24.898849452428802,-0.07161070447775901,0.1974830246322199,-1.877516975368092,1
original,73968934,-21.175047509443825,0.11961573037490156,0.5291346868395266,2.569432373899266,4
diagnostic_auction_transfer,73968934,-21.570035272680457,-0.2753720328605805,0.5291346868395266,0.5440334897654853,12
original,1476768142,30.1320629669469,-0.1790460467062842,0.16075244120553123,-6.045624637120766,0
diagnostic_auction_transfer,1476768142,30.329886823928085,0.018777810275421136,0.16075244120553123,-0.5617475587944725,0
original,2006540029,22.126432517795244,-0.007832771168168063,0.770188404051467,0.7382069504817482,0
diagnostic_auction_transfer,2006540029,23.057742580554827,0.9234772915908384,0.770188404051467,5.435572558791433,0
original,1083134953,-28.443589325804133,0.4590023187840496,0.3814963440094772,-0.9526163685170048,1
diagnostic_auction_transfer,1083134953,-28.747491770452914,0.15509987413554888,0.3814963440094772,-0.0961711381764841,1
original,1978568123,-3.21203524104871,-0.09359153916115388,0.1956610030352408,-0.44433899696475443,7
diagnostic_auction_transfer,1978568123,-3.2480153414461657,-0.12957163955918427,0.1956610030352408,1.1706610030352156,2
original,598782939,20.63693480374002,-0.12925346823058464,0.6241978357058144,-0.6633021642943344,0
diagnostic_auction_transfer,598782939,20.704071683402873,-0.062116588568699914,0.6241978357058144,-0.03580216429438998,0
original,696026687,6.926125694945888,-0.6856140014848522,0.05585208282727194,8.792084630586338,0
diagnostic_auction_transfer,696026687,6.976310631228666,-0.6354290652022714,0.05585208282727194,8.483744352905369,0
original,1849470620,33.03520322566389,-0.026655260701476807,0.2913047366374002,-3.9236952633629074,0
diagnostic_auction_transfer,1849470620,32.974666103238384,-0.08719238312673486,0.2913047366374002,-4.9536952633626665,0
original,452614947,-2.5621841192607033,0.07946826325683373,0.4117202435173368,-1.0782797564830315,0
diagnostic_auction_transfer,452614947,-2.7249435145750227,-0.08329113205501726,0.4117202435173368,-0.398279756482673,12
original,1951337700,21.455421960758976,1.0580823347868336,5.173629461241006,1.8922603942676175,19
diagnostic_auction_transfer,1951337700,20.95995772450692,0.5626180985337633,5.173629461241006,3.0886294612409966,22
original,673927504,10.744524110943372,0.9096960905429131,4.566573584359929,2.466573584360315,12
diagnostic_auction_transfer,673927504,10.531882263401533,0.6970542430006039,4.566573584359929,2.9065735843601885,13
original,1397290030,11.04190228524938,-0.6685966288455831,0.3571418171587766,-1.2066097826828373,8
diagnostic_auction_transfer,1397290030,10.062026570219869,-1.6484723438752562,0.3571418171587766,-3.9178621964129294,0
original,1358237755,28.805553139840356,-0.06353742492759347,0.20237352966216804,1.012581340856876,12
diagnostic_auction_transfer,1358237755,28.816906247500214,-0.05218431726740035,0.20237352966216804,1.4523955541822164,9
original,1674080591,23.494736660462912,-0.06761723143410309,0.9661311972757716,-0.39386880272455294,1
diagnostic_auction_transfer,1674080591,23.52837848400764,-0.033975407888765824,0.9661311972757716,1.3946691069152881,8
original,73040308,-3.4603252579732033,-0.4947562958625678,0.1571627772244426,-2.6682293476511125,0
diagnostic_auction_transfer,73040308,-2.9214194607141897,0.04414950139645784,0.1571627772244426,0.6296063911495814,1
original,616698250,-6.708643263824528,-0.22283471694961254,0.6117276500083761,1.5345797980199705,0
diagnostic_auction_transfer,616698250,-6.432238827143416,0.0535697197302375,0.6117276500083761,-0.79827234999164,22
original,1968475116,20.059540562910954,0.039697529192180156,0.2864505222819105,-0.5935494777181916,1
diagnostic_auction_transfer,1968475116,19.238624806360313,-0.7812182273585202,0.2864505222819105,5.298950522280535,0
original,1318820895,39.00866007725016,-0.02294100710658145,0.9469145589374648,1.5020532349162863,1
diagnostic_auction_transfer,1318820895,39.034659525403484,0.003058441045580479,0.9469145589374648,1.4922928242897768,0
original,1661063413,5.460306732410005,0.5464352836037928,0.7486537263690849,-1.739169454937508,2
diagnostic_auction_transfer,1661063413,5.498159987657181,0.5842885388512007,0.7486537263690849,-2.3615707737335527,7
