env_seed,action,chosen,predicted_advantage,shaped_advantage,economic_advantage
1815288875,0,False,0.0,0.0,0.0
1815288875,1,False,-0.12575553,0.03674135407294177,0.03534205907294563
1815288875,30,True,0.056392092,-0.004710811362152789,-0.004610861362380092
934874611,0,False,0.0,0.0,0.0
934874611,1,False,-0.048244588,-0.03828731040949179,-0.04254531004085038
934874611,36,True,0.041089647,0.0007347516307574242,0.0009105216307574437
80431573,0,False,0.0,0.0,0.0
80431573,1,False,-0.009952068,-0.9524819293607627,-0.8916182793608058
80431573,30,True,0.031514235,-0.0017816102999765882,-0.0016808502999943187
1574315087,0,False,0.0,0.0,0.0
1574315087,1,False,-0.031498536,0.027540518327743208,0.02956689859213313
1574315087,36,True,0.091920234,0.0020578347391631002,0.002233464739155977
2063386605,0,False,0.0,0.0,0.0
2063386605,1,False,-0.057560682,-0.00788948204171011,0.008664792958278156
2063386605,40,True,0.0620946,0.0004656274420447304,0.0006899524420376224
1960950962,0,False,0.0,0.0,0.0
1960950962,1,False,-0.011668265,-0.3223730129564113,-0.302941802956866
1960950962,43,True,0.09257099,-0.33063196430864217,-0.3109504043090965
1477834533,0,False,0.0,0.0,0.0
1477834533,1,False,-0.057704896,0.22187816965328994,0.2318627421532895
1477834533,14,True,0.013591785,0.0015672803126979273,0.0014674803126908387
1540227384,0,False,0.0,0.0,0.0
1540227384,1,False,-0.07069425,-0.037329865494343,-0.013678665494353481
1540227384,2,True,0.100314364,0.0011886055365695758,0.0009385805365695887
235003195,0,False,0.0,0.0,0.0
235003195,1,False,-0.07722424,0.10851813670230988,0.12794955670229768
235003195,30,True,0.05019231,0.0009556294780589392,0.0010557894780660604
599768715,0,False,0.0,0.0,0.0
599768715,1,False,-0.0063583255,-0.07461976140368827,-0.046852618903699295
599768715,1052,True,0.06895894,-0.0019530937738464205,-0.008449843773874477
237730646,0,False,0.0,0.0,0.0
237730646,1,False,-0.054511905,-0.024566182849398974,-0.02641483284940449
237730646,1308,True,0.096888304,0.008911446649639037,0.002516566649646279
692979998,0,False,0.0,0.0,0.0
692979998,1,False,0.09358348,-0.19624091777870423,-0.1922417177786997
692979998,1333,True,0.13575843,-0.2994135070651365,-0.2922152670651599
974180470,0,False,0.0,0.0,0.0
974180470,1,False,0.095370315,0.18871099514830725,0.18509695514876512
