env_seed,action,chosen,predicted_advantage,shaped_advantage,economic_advantage
1202632574,0,True,0.0,0.0,0.0
1202632574,1,False,-0.12921655,-0.010033397683016476,-0.011082452683012889
2124558654,0,True,0.0,0.0,0.0
1714748616,0,False,0.0,0.0,0.0
1714748616,1,False,-0.08308757,-0.009251336792466286,-0.008475719292448503
1714748616,14,True,0.021233823,-0.0015238548163178933,-0.001623964816303669
1898011230,0,False,0.0,0.0,0.0
1898011230,1,False,0.1450314,-0.02826839401086559,-0.02816813401086904
1898011230,15,True,0.15751603,-0.028999999999999998,-0.029000000000003467
767118193,0,False,0.0,0.0,0.0
767118193,1,False,0.016142644,-0.0029499052505112394,0.009003784749459953
767118193,14,True,0.12851125,-0.0003166900847041132,-0.0004171900847360632
1003775508,0,True,0.0,0.0,0.0
1003775508,1,False,-0.5423823,-0.20994033490899916,-0.20072838388854564
539531727,0,False,0.0,0.0,0.0
539531727,1,False,-0.059250988,-0.02156930829823723,-0.026417958298232236
539531727,14,True,0.08726242,-0.00035580073074800884,-0.00045580073074447114
1573914570,0,False,0.0,0.0,0.0
1573914570,1,False,-0.059239715,0.07374203868626396,0.09126878368626734
1573914570,14,True,0.080848165,-0.0010903104183491025,-0.0011904504183366527
651671679,0,False,0.0,0.0,0.0
651671679,1,False,-0.0029880702,-0.026686385716812033,-0.02656071071680799
651671679,14,True,0.020447344,-0.0015278016022213237,-0.0016283516022213007
1245736900,0,False,0.0,0.0,0.0
1245736900,1,False,-0.04390648,-0.04362476760830319,-0.048224112608302505
1245736900,14,True,0.029735863,-0.0005929526465605836,-0.000692962646560602
437248997,0,False,0.0,0.0,0.0
437248997,1,False,-0.03087926,-0.052022575362545315,-0.057401012862541734
437248997,42,True,0.14084905,0.0007497250148071621,0.0009998500148071798
65203010,0,False,0.0,0.0,0.0
65203010,1,False,-0.19184223,-1.1267368159815305,-1.094158208481531
65203010,12,True,0.14302188,0.005819271983490637,0.0056955344830385
1677984384,0,False,0.0,0.0,0.0
1677984384,1,False,-0.048036564,-0.03164187019015719,-0.03144191019015352
1677984384,14,True,0.020037793,0.0006371767088935026,0.0005371467088934878
1783535484,0,True,0.0,0.0,0.0
1783535484,1,False,-0.15639064,-1.2906345116073132,-1.2579940916073156
735439411,0,False,0.0,0.0,0.0
735439411,1,False,-0.008760326,0.010170186218942945,0.008625146218719237
735439411,98,True,0.076409034,0.005170871299851498,0.0048718312996243185
159187088,0,False,0.0,0.0,0.0
159187088,1,False,-0.1185652,0.24996099060348081,0.2498360706034788
159187088,524,True,0.17063826,0.00032396000000012304,0.0
1695559284,0,False,0.0,0.0,0.0
1695559284,1,False,0.48342955,0.3982783572175421,0.3961869672175453
1695559284,581,True,0.73548293,0.05613221868078,0.056131798680780776
1735530327,0,False,0.0,0.0,0.0
1735530327,1,False,-0.3699092,0.2266371151867297,0.24748799268672883
1735530327,104,True,0.15995204,0.006382900515621515,0.006308005515620607
1680799361,0,False,0.0,0.0,0.0
1680799361,1,False,0.07848775,0.035072213131835284,0.03297389313183885
1680799361,1322,True,0.28576395,0.02116765326750114,0.020368373267501738
560780911,0,False,0.0,0.0,0.0
560780911,1,False,0.12318206,-0.020928502937551982,-0.019552115437562634
560780911,12,True,0.13082552,-0.0006225991149260007,-0.0007477366149402087
1247136764,0,False,0.0,0.0,0.0
1247136764,1,False,-0.104533434,-0.028974842500000264,-0.028999999999996362
1247136764,14,True,0.012713909,0.0008823693950414935,0.0007818693950412126
1770963861,0,True,0.0,0.0,0.0
1770963861,1,False,-0.10944747,-0.02465264733911443,-0.0271465821309107
1877734138,0,False,0.0,0.0,0.0
1877734138,1,False,-0.114065535,-0.0402593225408496,-0.03352766004083918
1877734138,14,True,0.06074845,5.2088777458929314e-05,-4.795122252332362e-05
80487468,0,False,0.0,0.0,0.0
80487468,1,False,-0.06702373,0.3615128484644643,0.36463233096446857
80487468,306,True,0.12204454,0.0603073726285146,0.05931757262897008
1828126960,0,False,0.0,0.0,0.0
1828126960,1,False,0.029242396,-0.3913686917478536,-0.38006915424784893
1828126960,14,True,0.09503913,0.0033009862730919437,0.0032005462730921863
1979006041,0,False,0.0,0.0,0.0
1979006041,1,False,-0.095348716,-0.05913289384922621,-0.039592414046154545
1979006041,20,True,0.022518218,6.461934328100272e-06,-1.846306567188094e-05
1405686337,0,False,0.0,0.0,0.0
1405686337,1,False,0.12777,-0.021839106927455276,-0.022014421927451622
1405686337,1320,True,0.37739924,0.06495321104028373,0.06335033104028298
1002042369,0,False,0.0,0.0,0.0
1002042369,1,False,-0.12852247,-0.032083402817211434,-0.03175839031720784
1002042369,14,True,0.011522859,0.0006192812957926969,0.0005192612957927167
1195216106,0,False,0.0,0.0,0.0
1195216106,1,False,0.18731385,-0.028729363226722524,-0.028879933226725996
1195216106,33,True,0.22425264,-0.02895458399908246,-0.028979678999085934
644499193,0,True,0.0,0.0,0.0
644499193,1,False,-0.42809704,6.770045532810499,6.800349688116967
1300737978,0,False,0.0,0.0,0.0
1300737978,1,False,0.08866492,-0.3166449952164827,-0.31043941521647866
1300737978,1318,True,0.20845264,0.14465297301466107,0.142251053014661
1073351039,0,False,0.0,0.0,0.0
1073351039,1,False,-0.27911493,0.04884284159446252,0.07548935228737719
1073351039,14,True,0.019633338,-0.0003960932412880522,-0.0004961732412880338
2137582184,0,False,0.0,0.0,0.0
2137582184,1,False,-0.05231183,-0.5248006916471599,-0.5173324591469282
2137582184,14,True,0.0070006996,0.0017805099373710016,0.001680489937598395
1676359236,0,True,0.0,0.0,0.0
1676359236,1,False,-0.564555,0.20679419821681236,0.23092126821681802
723651683,0,False,0.0,0.0,0.0
723651683,1,False,-0.051282056,-0.021013513214674262,-0.019711653214670832
723651683,14,True,0.026203845,-0.00042021204594056005,-0.0005203720459405758
1419637598,0,False,0.0,0.0,0.0
1419637598,1,False,-0.0018653721,0.09699565695975743,0.09415962195976135
1419637598,623,True,0.17938885,-0.014485296096509614,-0.015082131096505691
1075391219,0,False,0.0,0.0,0.0
1075391219,1,False,0.026072167,-0.029672555717289134,-0.02979783071729969
1075391219,33,True,0.06112858,-0.028999999999999998,-0.028999999999996362
477512663,0,False,0.0,0.0,0.0
477512663,1,False,-0.1723783,-0.04401185277410326,-0.04585979777411353
477512663,14,True,0.0072488785,-0.001265213585976005,-0.0013651135859831243
1134358697,0,True,0.0,0.0,0.0
1134358697,1,False,-0.9030233,0.10441534268852593,0.09801921268899605
1084076430,0,False,0.0,0.0,0.0
1084076430,1,False,0.039048567,0.0027898297563231367,0.005654599756439893
1084076430,14,True,0.22244108,-0.0002909214466431109,-0.0003915014465292188
707212436,0,False,0.0,0.0,0.0
707212436,1,False,-0.10400188,-0.024844192189405687,-0.024193077189408996
