episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,n_grad_steps_clob,learning_rate_clob,actor_learning_rate_clob,actor_loss_clob,ent_coef_clob,grad_norm_clob,loss_auction,n_grad_steps_auction,learning_rate_auction,actor_learning_rate_auction,actor_loss_auction,ent_coef_auction,grad_norm_auction
10,28.982263492476704,17.41271314856563,17.399233710798477,6.904216479771323,2.6645352591003757e-15,-10.495017231027164,0.0,-0.013479437767314324,36.40417819959524,34.01404172383969,2.3901364757555412,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
11,15.087307189037746,15.084854171367585,15.087487833865426,-6.834496418738197,0.0,-21.92198425260363,0.0,0.0026336624999997436,0.6827794837423653,0.49527948374236885,0.18749999999998934,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
12,9.586162620027608,7.15335793985454,7.115958262543035,3.465282854729649,0.0,-3.6506754078133863,-0.03739967731153904,0.0,15.597450689689865,15.597450689689863,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,,,
13,18.532767559176136,-36.339816511469984,-36.31060316645711,-38.86114178422366,0.0,-2.5505386177664917,0.0,0.029213345013322296,75.79566594264936,74.0760312588668,1.7196346837825645,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
14,1.5068330629765114,1.4251967302939028,0.6408503357936528,-2.8583717580343,0.0,-3.4992220938279526,-0.6716050447203656,-0.11274134978126486,0.915457919600172,2.8572072497914576,-1.9417493301912674,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
15,-26.45695776103872,-27.65238818670927,-27.67788429616219,1.5915736813012313,0.0,29.269457977463425,-0.02591991945371319,0.00042380999999961456,11.016768347717658,10.933574098484682,0.0831942492329764,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,,,,,,,,,,,,,,
16,3.4431791807637637,3.439093567901255,3.4390935678983823,6.189998608875537,0.0,2.750905040977151,0.0,0.0,0.6391879897579855,0.6391879897580006,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
17,29.44602025763743,27.593717901954317,23.174459563487396,-11.168867499072753,0.0,-34.34332706256017,-4.570182100970101,0.15092376250148148,0.20256849508888308,-13.609931504908879,13.81249999999774,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,2.0,0.0,1.0,,,,,,,,,,,,,,
18,8.677943055781725,8.518948233466599,8.174675798464227,13.589364323539813,0.0,5.414688525075573,-0.2663408846032098,-0.0779315504005623,0.47741548267921985,3.987415482679545,-3.5100000000003178,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
19,-5.884005993512401,-5.884025940857264,-6.098805866993048,-9.440981917772204,0.0,-3.3421760507791585,-0.21883235613572083,0.004052430000000154,0.31533754948159753,-0.04466245051838236,0.3599999999999923,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
20,-13.0,-113.0,-113.0,-108.36349113146267,0.0,4.636508868537329,0.0,0.0,100.0,100.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
21,10.769000000000233,-81.67922500000154,-81.6584070068353,-90.56980730893106,0.0,-8.911400302095808,0.0,0.020817993166367673,100.0,96.15000000000092,3.849999999999085,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
22,-99.62750000000051,-236.40052499999862,-236.44543884945926,-195.39728731152786,0.0,41.0481515379314,0.0,-0.04491384946198148,100.0,116.94999999999919,-16.949999999999186,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,,,
23,18.566990779790505,-81.53257297977774,-81.53257297977922,-96.14729237945959,0.0,-14.614719399680393,0.0,0.0,100.0,100.04976949477107,-0.049769494771074445,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,1.0,0.0,1.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
24,-2.9113895550035522,-2.913861099701631,-2.9138610997001706,-3.8482739298896664,1.734723475976807e-18,-0.934412830189498,0.0,0.0,0.4971463263546241,0.4971463263546365,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
25,17.04660660731497,12.670506058277663,12.670506058279472,3.0938272248153504,0.0,-9.576678833464127,0.0,0.0,20.91913131331536,20.91913131331535,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
26,14.779727316134085,-17.639043201150585,-17.6779420978676,-25.826992797543962,0.0,-8.149050699676343,0.0,-0.03889889671421086,53.49248371440687,56.93748371440792,-3.4450000000010235,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,
27,-8.301385269639068,-8.30140985304225,-9.96922034741982,0.19851149213736458,-1.3877787807814457e-17,10.167731839557192,-1.6696104943774452,0.0017999999999992156,0.16958165303998385,0.04958165303998996,0.11999999999997613,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
28,-40.84045411482293,-40.84050320996126,-41.18629068669034,6.477347210869839,0.0,47.66363789756018,-0.34578747673091215,0.0,0.07006792299522147,0.0700679229952006,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
29,13.829805175548245,-9.071162314078265,-8.966003389318253,-17.52879531768113,3.552713678800501e-15,-8.562791928362879,0.0,0.10515892476005469,49.46495532296272,47.8549553229616,1.610000000001122,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,,,
30,0.8448005300633668,0.039760177052714285,-0.1681259310265909,5.641151932658626,0.0,5.8092778636852165,-0.11058263962593173,-0.097303468453804,0.22990409818171997,8.97240409818156,-8.742499999999854,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
31,-14.679449059577165,-14.681125243962827,-14.864864474182102,-2.0982923312554336,0.0,12.76657214292668,-0.18998048022177727,0.0062412499999996455,0.26631251650331933,-0.4094123087624163,0.6757248252657356,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
32,-4.986325072090753,-10.069378123777009,-10.129407363071218,-4.672808974746423,0.0,5.456598388324801,-0.03962488929468577,-0.02040435000000019,21.110627185079835,22.54562718508016,-1.4350000000003327,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,8.167611521643561,37.0,0.00023447058520450825,0.00023447058520450825,0.5116266088711249,0.0009959364574201204,2.15112199332263,0.6618048655490081,30.0,0.00023447058520450825,0.00023447058520450825,0.06338676994976898,0.0009966538248894115,0.7562819158037504
33,12.131036474624343,11.763639795452063,11.731025115453642,9.340746386660818,0.0,-2.390278728792821,0.0,-0.032614680000001964,0.3825733817706407,6.061325590762136,-5.678752208991514,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,2.0,0.0,1.0,7.055033038302166,41.0,0.00023267171427506018,0.00023267171427506018,0.020972719915756364,0.000995853853343827,2.276695985619615,0.5668453986446063,30.0,0.00023267171427506018,0.00023267171427506018,0.04215342678750555,0.000991446206656595,0.7377747192978859
34,11.593066799539884,-8.023428363133696,-7.821346931214735,-16.546784536252126,0.0,-8.725437605037387,0.0,0.2020814319204346,58.870512711724345,44.29051271172369,14.580000000000663,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,7.297271630702874,39.0,0.00023088664438004886,0.00023088664438004886,-0.2947119531723169,0.0010088625190875088,2.381915190281012,0.7786685287952423,30.0,0.00023088664438004886,0.00023088664438004886,0.04965709690004587,0.000992098031565547,0.9422590533892313
35,21.689164600942036,7.067898019761815,7.104187449762657,-0.6037317430046588,0.0,-7.707919192767311,0.0,0.036289430000001364,41.48776481592555,38.237764815925395,3.2500000000001563,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8654172753178795,43.0,0.00022911526963719647,0.00022911526963719647,-0.13282003164897824,0.0010209683583356267,2.604621719482333,0.5605381622910499,30.0,0.00022911526963719647,0.00022911526963719647,-0.004426080718015631,0.0009969732142053544,0.8351901988188426
36,6.686127348606257,1.9952048946169967,1.789171842968842,12.789876741105203,0.0,11.00070489813637,-0.21255544165006768,0.0065223900000002605,22.30149811844548,21.65853747137433,0.6429606470711475,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,6.635809475725347,44.0,0.00022735748497655967,0.00022735748497655967,-0.12477653950389306,0.001031649973645637,2.3495141958648507,0.7151300216714541,30.0,0.00022735748497655967,0.00022735748497655967,-0.0036937702059124905,0.0010052496528563401,0.8753394136826197
37,28.495074340813517,14.039530692458928,14.26678082466479,4.8719203222709515,1.7763568394002505e-15,-9.394860502393843,0.0,0.2272501322073665,2.8520533319831003,-38.02044666801613,40.872499999999235,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,6.691014606125501,49.0,0.0002256131861342975,0.0002256131861342975,-0.07507263454703653,0.0010409107436521016,2.482660726625092,0.6849036614100138,30.0,0.0002256131861342975,0.0002256131861342975,-0.04305370297903816,0.0010153555544093252,0.8891586472590765
38,-8.096658386562922,-8.42086320427976,-8.898188818300724,-11.71746567886926,0.0,-2.8192768605685465,-0.7050545604097636,0.22772894638777152,25.289962236951,5.693898644310757,19.596063592640228,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.279864286765074,39.0,0.00022388226964648665,0.00022388226964648665,-0.08058133281958409,0.0010474189274156322,2.403162121772766,0.6925634612639745,30.0,0.00022388226964648665,0.00022388226964648665,-0.055252228304743765,0.001026245478230218,1.055360233783722
39,-35.02479882866828,-35.70734775853398,-35.48863979690508,11.405169655112378,0.0,46.89380945201747,-0.006024987281520566,0.22473294891140796,0.3787973342102475,-8.26165195264057,8.640449286850814,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.424679895726646,41.0,0.00022216463284298457,0.00022216463284298457,0.05126498953053137,0.0010526160732275101,3.0601700995026566,0.6389728200932344,30.0,0.0002221646328429846,0.0002221646328429846,-0.09467455558478832,0.0010363116045482457,1.1358032509684564
40,12.001722795364913,8.554920532083953,8.6882051754516,-2.4379564593756218,0.0,-11.126161634827229,-0.09645503304057002,0.229739676407006,0.44193439245475474,-18.565565607546027,19.007500000000757,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,5.735858932785366,46.0,0.0002204601738413398,0.0002204601738413398,0.030084161361193528,0.001058027902415589,2.8566575931466143,0.554408173263073,30.0,0.0002204601738413398,0.0002204601738413398,-0.11201186372588078,0.0010459491905445853,0.8397083530823389
41,5.211436817178765,4.316090701558346,4.115109055137529,6.401217628490368,0.0,2.286108573352832,-0.43479357299347043,0.23381192657535194,7.3052269347144545,-9.462273065286265,16.767500000000748,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,6.229446631211501,39.0,0.00021876879154074825,0.00021876879154074825,0.12340185967966533,0.001061111208027563,3.2981477272816195,0.6720972130695979,30.0,0.00021876879154074825,0.00021876879154074825,-0.1223666379849116,0.0010551118990406393,1.0889812390009561
42,-2.099666897485804,-17.65936184449757,-17.548079783438403,-20.813779729804438,0.0,-3.2656999463660363,-0.10277125575487389,0.21405331681558543,0.8210718831268053,-39.445779174725104,40.266851057851916,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.70808482170105,29.0,0.00021709038561605672,0.00021709038561605672,-0.017457309082664293,0.0010649293805633125,3.483755144579657,0.47102060765028,30.0,0.00021709038561605672,0.00021709038561605672,-0.12746635383615892,0.0010637734007711212,0.9484670867522558
43,-25.87230238432312,-44.196972108921706,-44.151566974380884,-21.619552353659014,0.0,22.532014620721878,-0.018845355835935607,0.06425049037974633,36.35982381800965,42.80732381800874,-6.447499999999042,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.887367221442136,44.0,0.00021542485651181197,0.00021542485651181197,0.04090567426332696,0.0010696740487632765,3.755749734965238,0.5428981959819794,30.0,0.00021542485651181197,0.00021542485651181197,-0.12140696567172805,0.001071894719886283,0.8913226823012034
44,20.23048785618994,20.21790801765333,20.26287858431248,10.09425223419528,3.5388358909926865e-15,-10.168626350117203,-0.02447501787484896,0.06944558453278869,0.0011873865870626332,-1.1215987935358538,1.12278618012292,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,6.93858203655336,41.0,0.00021377210543635568,0.00021377210543635568,-0.04199659633563786,0.001074624165506443,4.092001124126155,0.6583421578009924,30.0,0.00021377210543635568,0.00021377210543635568,-0.13377380116532248,0.0010801238939166069,1.2072552303473154
45,16.424088068979472,3.935119950261246,3.982651405984104,-4.978378095567758,3.552713678800501e-15,-8.961029501551858,0.0,0.04753145572107384,0.16276582058260658,-35.33973417941655,35.50249999999913,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.366230868004464,37.0,0.00021213203435596428,0.00021213203435596428,0.03515996018777023,0.0010798827310822704,4.098050626548561,0.523183851937453,30.0,0.00021213203435596425,0.00021213203435596425,-0.14448376428335905,0.0010886883595958353,0.9109732121229172
46,-23.708917744357677,-25.372683517177542,-25.802251927662823,2.779805596443637,0.0,28.582057524106457,-0.5413485291699409,0.11178011868761804,19.004293551950894,12.898704480760323,6.105589071190562,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,5.707433377371894,45.0,0.00021050454598903418,0.00021050454598903418,0.062357879016134474,0.0010841864756205015,3.8451365100012884,0.7713906745115916,30.0,0.00021050454598903415,0.00021050454598903415,-0.08804713757708668,0.001096850901376456,1.489380067586899
47,-11.549431284018283,-19.07901281993393,-18.92281550530447,-1.6059078963452202,0.0,17.316907608959255,0.0,0.15619731462839284,30.085082973480553,27.44008297348178,2.6449999999987384,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,5.927928279746663,44.0,0.0002088895438003116,0.0002088895438003116,0.12490149138664658,0.0010886759952303362,4.010907929052006,0.5728696902592977,30.0,0.0002088895438003116,0.0002088895438003116,-0.16021211917201678,0.0011048094796327252,1.0546464463075003
48,-28.00984397079992,-45.887826123015536,-46.063189467803035,-17.604647766964348,0.0,28.458541700838687,-0.3098976559111364,0.1345343111253548,46.90797308678054,42.28236293327942,4.625610153501113,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,2.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,5.8845088712630735,31.0,0.0002072869319951664,0.0002072869319951664,0.07377298260408063,0.0010928970258382539,4.3608533951543995,0.5844219550490379,30.0,0.0002072869319951664,0.0002072869319951664,-0.1579059020926555,0.0011131022474728525,1.1567670424779257
49,-0.8882940608036733,-3.368096913317329,-3.6474966479536586,0.9925973326178767,0.0,4.640093980571535,-0.4698530054175478,0.19045327078716962,0.8109903065122666,-15.747389791688194,16.558380098200463,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,6.434139806032181,40.0,0.0002056966155139099,0.0002056966155139099,0.06694203061051666,0.0010973624826874583,4.370827269554138,0.7611965378125508,30.0,0.0002056966155139099,0.0002056966155139099,-0.12001422724376122,0.001121251762378961,1.577831393480301
50,3.2980248852763907,-3.3734551969469875,-3.15797773381448,-12.353402422090877,0.0,-9.195424688276388,0.0,0.21547746313102567,0.012089521468695352,-25.829208431973633,25.841297953442336,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,5.480479602813721,50.0,0.0002041185000261565,0.0002041185000261565,-0.0760666884854436,0.001103805147577077,4.914045467376709,0.6725434854626655,30.0,0.0002041185000261565,0.0002041185000261565,-0.12176358724633853,0.0011293395849255223,1.6417144070068994
51,11.832347073215715,11.69164454939425,11.726891083294179,2.5761837392527793,0.0,-9.1507073440414,-0.06190780377488636,0.09715433767555537,10.048533508535769,3.751033508534224,6.2975000000015555,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.3148943562256665,38.0,0.0002025524919252285,0.0002025524919252285,-0.018059671513344113,0.0011101819507434573,4.745446258469632,0.6090818370381991,30.0,0.0002025524919252285,0.0002025524919252285,-0.15495613701641558,0.0011370490343930821,1.1676715354124705
52,-1.3318123387271044,-7.037375430895243,-7.113626990309556,-11.383909772850606,0.0,-4.2702827825410505,-0.08775382299705825,0.011502263579870971,0.21867945419776902,-23.88632054580223,24.10500000000001,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,5.378723970679349,43.0,0.00020099849832260343,0.00020099849832260343,-0.07839782817592454,0.0011163668485011818,4.231578993242841,0.5820911775032679,30.0,0.0002009984983226034,0.0002009984983226034,-0.1626362460354964,0.0011442600671822825,1.2351142446200052
