episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,learning_rate_clob,grad_norm_clob,td_abs_mean_clob,td_abs_max_clob,n_grad_steps_clob,loss_auction,learning_rate_auction,grad_norm_auction,td_abs_mean_auction,td_abs_max_auction,n_grad_steps_auction
10,-7.799938800355449,-14.334585467557245,-15.671064509848648,11.152804877857646,0.0,26.823869387706303,-2.0875948498422403,0.7511158075513971,37.48669150221929,-25.562954968473022,63.0496464706923,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
11,-3.9310611021833757,-33.53301980013501,-33.51673991763278,-36.74664052985995,0.0,-3.2299006122271807,0.0,0.016279882500000616,55.93882653739576,54.407682084381825,1.5311444530139255,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
12,10.989984325273326,10.988554373909546,10.988554373907867,-8.64467153543647,0.0,-19.633225909344336,0.0,0.0,0.3781469772165451,0.378146977216522,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
13,-51.64589076933407,-51.64635999797791,-51.06916878494578,-13.735027664779828,0.0,37.334141120165974,-0.49169241196955227,1.0688836250058367,65.31661686080169,0.21661686080122422,65.10000000000048,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
14,46.82878650931161,41.42349166534136,41.29330299271794,5.135363346885355,0.0,-36.157939645832606,0.0,-0.13018867262186926,12.638762767851205,23.249289976191214,-10.610527208340017,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
15,2.509794745895706,2.509186149823818,0.4371773466300375,7.432829230257147,0.0,6.995651883627105,-2.075002803190614,0.0029939999999998297,0.5466974000446214,0.2466974000446629,0.29999999999998295,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
16,-12.453548474990384,-12.457137194863657,-13.09708589110457,18.89215612277442,0.0,31.989242013878982,-0.6399486962403529,0.0,0.5990592519335678,0.5990592519335811,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
17,20.84056837306707,20.817068040052217,20.69973544166633,5.641685873655435,0.0,-15.058049568010873,-0.13945375429764795,0.02212115591338149,0.7170181666158442,-1.5329818333840226,2.249999999999872,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,4.0,3.0,0.0,1.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
18,27.779637682011526,24.584116179380423,24.89995902462245,-15.759118032255008,0.0,-40.659077056877464,0.0,0.3158428452418519,0.8739783435142527,-17.876021656484703,18.749999999998934,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,
19,24.750941252699196,24.748424403331544,24.746417803330015,-5.485698428592548,0.0,-30.23211623192256,0.0,-0.0020065999999998854,0.30542952551319047,0.5016821072802595,-0.19625258176706373,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
20,26.0,-74.0,-74.0,-92.01672131032234,0.0,-18.016721310322346,0.0,0.0,100.0,100.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
21,16.221882528723654,-88.26499990230641,-88.28984417620167,-96.43170780505227,0.0,-8.141863628850603,0.0,-0.024844273894721797,100.0,102.21882528723859,-2.2188252872385923,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
22,-11.310791530579081,-55.54081139074472,-55.10578408451747,-62.046332141558324,0.0,-6.940548057040834,0.0,0.4350273062276774,100.0,66.50565378985883,33.49434621014118,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
23,26.67939999999857,-74.75571225000138,-74.76287011500072,-82.64284335779253,0.0,-7.879973242791775,0.0,-0.00715786499999975,100.0,100.71499999999997,-0.714999999999975,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
24,-5.141894604314075,-5.143977768779971,-5.14397776878085,9.948770674606891,0.0,15.09274844338775,0.0,0.0,0.45641696571181,0.45641696571181267,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
25,35.94221148798715,-29.92037894490936,-29.665531790073913,-64.72255172002525,0.0,-35.05701992995132,0.0,0.2548471548354011,100.0,81.15577024025865,18.84422975974135,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,1.0,0.0,1.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
26,22.11263814091035,22.068180939845846,21.833807327534355,4.979811941915584,2.220446049250313e-16,-16.853995385618756,-0.16212719539034026,-0.0722464169191333,0.18504842912409458,-2.108487634881991,2.2935360640060645,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
27,-37.6817597958148,-37.68392130454926,-38.17729155890636,-15.633819869181044,0.0,22.543471689725326,-0.49529910435915525,0.0019288500000002057,0.5474202871953082,0.464920287195298,0.08250000000000313,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
28,34.0743967225917,-14.287635230651112,-14.287635230650142,-38.40430346462204,0.0,-24.1166682339719,0.0,0.0,69.54281555505415,69.54281555505415,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,1.0,0.0,2.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
29,-19.65648504193632,-88.25505239586549,-88.03521063398662,-84.54714721190771,0.0,3.4880634220789166,0.0,0.21984176187864657,100.0,82.82425209679178,17.175747903208215,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
30,40.84488873995724,21.883390498118548,21.33903153780674,-39.140172931006866,0.0,-60.479204468813606,0.0,-0.5443589603146131,0.34480249333955726,43.54480249333862,-43.19999999999908,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
31,-20.18692878204143,-23.141046544419417,-25.47216506045382,-8.365601724542355,0.0,17.106563335911463,-2.3418893110334977,0.01077079499999895,18.33772763978547,17.18754712685317,1.1501805129322917,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
32,-1.2747467784239999,-9.234541546684492,-10.332438178200864,-11.092550312285702,0.0,-0.7601121340848325,-1.1187017315200478,0.02080509999999977,30.110856777644415,28.213108244680328,1.8977485329640669,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,10.951382088661195,0.00011723529260225412,11.876061761379242,1.8991180568933488,55.775543212890625,40.0,1.718167926867803,0.00011723529260225412,4.676575501759847,0.6718078782161077,11.15062427520752,30.0
33,13.871917762916521,13.867876541613827,13.867876541612938,6.988123128592109,-1.1102230246251565e-15,-6.879753413020823,0.0,1.734723475976807e-18,0.6357060093072704,0.6357060093072793,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,8.796629729478255,0.00011633585713753009,10.513474744299184,1.6785598138104314,53.98979568481445,46.0,1.4946452697118124,0.00011633585713753009,4.546946032842,0.6067318876584371,10.595198631286621,30.0
34,-29.639128816598443,-29.654114537739208,-31.189284890446448,5.94929606077749,0.0,37.13858095122393,-1.5661646377062794,0.030994284999999875,4.313441045909684,1.2241618006115638,3.089279245298123,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,8.199433687961463,0.00011544332219002443,10.957011757474957,1.5618997812271118,52.88741683959961,33.0,1.337045748035113,0.00011544332219002443,4.435731418927511,0.5434437811374664,9.693410873413086,30.0
35,10.457489275346116,10.45497789861639,10.440114475074724,4.37225526474787,0.0,-6.067859210326857,-0.014062863542108062,-0.0008005600000004099,0.42195372239200424,0.5011363816095723,-0.07918265921755871,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7.9756843778822155,0.00011455763481859824,11.67707641919454,1.511181941738835,52.525909423828125,54.0,1.0433749626080195,0.00011455763481859824,4.206435803572337,0.46855284174283346,8.857915878295898,30.0
36,23.092340128465775,22.947008421024304,22.25666287957708,7.70749894468139,0.0,-14.549163934895681,-0.7024636914493669,0.012118150000000008,5.111349133290489,3.812239596896698,1.2991095363937641,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,7.080110259172393,0.00011367874248827985,12.259707823032286,1.4938941554325382,51.98461151123047,41.0,1.0027104636033377,0.00011367874248827983,4.728925355275472,0.447421873609225,8.490156173706055,30.0
37,-24.618405901840642,-25.5772959732978,-28.525001066148565,1.6227698738400314,3.552713678800501e-15,30.147770939988582,-2.9477050928497732,-6.938893903907228e-18,9.79229325264086,9.79229325264086,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,7.48752862698323,0.00011280659306714875,12.668360259081867,1.4761179008999386,51.876182556152344,37.0,0.9197084794441859,0.00011280659306714875,4.7887787342071535,0.45082472066084545,9.682062149047852,30.0
38,46.41645519681809,46.41637181850224,46.324885439585906,4.740496609325044,0.0,-41.584388830260885,-0.09550957891610778,0.004023199999999771,0.30660063972213436,-0.09131172753167399,0.39791236725381235,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,6.920264695820055,0.00011194113482324333,12.797371437675075,1.4553144480052747,51.551109313964844,38.0,1.3125365674495697,0.00011194113482324333,6.096038675308227,0.49800721406936643,15.64256763458252,30.0
39,62.49517431516459,34.77057852783466,34.73083027783835,-10.987559830777583,0.0,-45.718390108615914,0.0,-0.039748249999999076,48.716650631578865,52.65415063157883,-3.9374999999999822,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,8.797799134254456,0.00011108231642149231,15.160879492759705,1.52805917263031,51.212615966796875,40.0,0.975721659262975,0.0001110823164214923,6.583025256792705,0.46022362212340034,13.136065483093262,30.0
40,31.328216894606534,29.79788912872844,29.793675268728343,1.4580514720213567,0.0,-28.335623796706994,0.0,-0.004213860000000156,12.003141720937904,12.370641720937908,-0.3675000000000139,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,6.860966784613473,0.0001102300869206699,14.881330684739716,1.4884505004298931,51.193450927734375,49.0,0.8569162865479787,0.0001102300869206699,6.458531165122986,0.4541672974824905,11.351865768432617,30.0
41,24.006893842473364,23.836880224131374,23.73794040648189,6.790859965386888,0.0,-16.94708044109499,-0.08885521015102427,-0.01008460749999993,3.0758666534202064,4.123270768964723,-1.04740411554452,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,5.0,4.0,0.0,1.0,7.11229548000154,0.00010938439577037414,17.923631441025506,1.4959754007203239,50.63604736328125,42.0,0.7610233048597972,0.00010938439577037412,5.775668954849243,0.4239792178074519,10.09031867980957,30.0
42,21.35955501601877,21.33018040405173,21.32614148905313,-3.140097651591394,0.0,-24.466239140644536,0.0,-0.004038915000000035,1.3214023299779996,1.7139023299779534,-0.39249999999998053,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,6.9173157413800554,0.00010854519280802836,16.89504255188836,1.458361546198527,50.46042251586914,36.0,0.7058402727047602,0.00010854519280802836,6.544858686129252,0.4155299037694931,9.202024459838867,30.0
43,-37.35428560583042,-54.70678212506364,-55.116800346674744,-11.535109837250815,0.0,43.58169050942392,-0.40957087660984826,-0.00044734500000001,41.6065248710979,41.65632787372553,-0.04980300262761509,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,6.154278677563335,0.00010771242825590599,16.961255361867504,1.3929357944532883,50.18122482299805,43.0,0.7207040131092072,0.00010771242825590599,6.298151302337646,0.42367378771305086,8.487793922424316,30.0
44,-4.100370589755941,-4.678195893744881,-6.012208177614557,11.718937101401016,-8.881784197001252e-16,17.731145279015575,-1.3460715863679802,0.012059302499999642,8.75148211856694,7.601482118567011,1.1499999999999346,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,7.96365791872928,0.00010688605271817785,18.146462842037803,1.4616520310703076,50.300201416015625,38.0,0.8609630654255549,0.00010688605271817784,7.597258965174357,0.4539209187030792,7.862831115722656,30.0
45,23.12029073563496,23.088506655949992,23.043760717919945,1.9223232839547255,0.0,-21.121437433965223,-0.029849903028548397,-0.014896035000000672,0.4457631622087632,1.7828090106617402,-1.3370458484529832,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,5.579125248867532,0.00010606601717798212,19.207526849663775,1.3975319214489148,15.246630668640137,46.0,0.738686548670133,0.00010606601717798212,8.044611485799154,0.45014524360497793,6.154804706573486,30.0
46,24.09731359128517,24.09481924543577,24.10384692043916,5.362708026900137,0.0,-18.74113889353902,0.0,0.009027675000000129,0.4455657351158493,-0.4994342648841723,0.9450000000000358,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,7.614884273425953,0.00010525227299451708,19.071580809515876,1.3954844217042666,50.08617401123047,37.0,0.7336878538131714,0.00010525227299451708,8.077625815073649,0.4406196524699529,7.1981987953186035,30.0
47,9.1858501632868,9.179602089099753,8.014525351044119,2.140561723202439,-6.938893903907228e-18,-5.873963627841686,-1.1788586255546534,0.013781887499998804,0.7017671605864564,-0.7904476065525958,1.4922147671390265,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.587160304480908,0.0001044447719001558,19.0617784799314,1.3677165297900928,48.94945526123047,51.0,0.6454838057359059,0.0001044447719001558,7.867717822392781,0.4211282779773076,7.914595127105713,30.0
48,4.274025186319602,0.5366890356723797,0.530917356392488,1.0795793711052106,0.0,0.5486620147127218,-0.006046679278426836,0.00027499999999974946,19.359691160463925,19.332191160463996,0.02749999999997499,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.724590935358187,0.00010364346599758318,21.39183498010403,1.3717083974582394,48.39132308959961,41.0,0.6297829816738765,0.0001036434659975832,7.932848040262858,0.42096162438392637,6.772446632385254,30.0
49,20.753577693656233,20.752166376026626,20.749883873523565,1.8954125904551071,0.0,-18.854471283068452,0.0,-0.0022825025000000987,0.22567507631046624,0.37567507631045594,-0.14999999999997016,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,6.294842513402303,0.00010284830775695496,21.613077036539714,1.3816899670494927,48.044288635253906,45.0,0.618673265973727,0.00010284830775695495,10.277307669321695,0.4234070142110189,6.789316177368164,30.0
50,6.1088822769943505,5.076153902964423,3.7887699073951326,1.0249501588914653,2.220446049250313e-16,-2.7638197485036713,-1.2823110255682977,-0.005072969999999436,9.654824409454463,10.162324409454403,-0.5074999999999434,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,6.179914057254791,0.00010205925001307825,21.82215315645391,1.365417168899016,47.82765197753906,44.0,0.6669556051492691,0.00010205925001307825,10.606328535079957,0.4473530173301697,6.634969234466553,30.0
51,-58.2054626894613,-59.77659895458659,-62.11628546931709,7.87239733210199,0.0,69.98868280141907,-2.3413734247325095,0.001686910000000024,12.713226833471566,12.53449745751814,0.17872937595341962,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.935760995174976,0.00010127624596261423,24.614007057027614,1.434687726041104,47.50853729248047,47.0,0.6249281277259191,0.00010127624596261425,8.862663904825846,0.43380158245563505,5.060789108276367,30.0
52,-11.247622242350582,-11.265760485945712,-11.24525266594734,13.901168506530023,-2.3592239273284576e-16,25.146421172477385,0.0,0.020507819999999503,0.6707170332554995,-1.3467829667444686,2.017499999999984,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.478603436396672,0.00010049924916130173,23.210656483968098,1.360173259025965,17.835350036621094,39.0,0.6570963323116302,0.0001004992491613017,11.367398182551065,0.4366260230541229,7.325366973876953,30.0
53,-2.39612762228075,-2.41693969814849,-4.046815144423187,-16.11374935670589,0.0,-12.066934212282703,-1.6227126012746282,-0.007162845000000027,0.7426391048262673,1.4426391048262843,-0.7000000000000028,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,6.9591524398073235,9.972821352120236e-05,25.655491788336573,1.391633873290204,47.46250915527344,47.0,0.6776676217714945,9.972821352120236e-05,10.28424839178721,0.43129431903362275,7.799806594848633,30.0
54,7.520153887581546,4.636323863534587,4.630945672708063,1.0600438181308296,-8.881784197001252e-16,-3.5709018545772304,-0.04096839832561727,0.03559020749999927,20.281843315868016,16.981843315868154,3.2999999999998764,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,5.968415936908206,9.896309330796706e-05,24.331348728489232,1.3263477683067322,46.31975555419922,37.0,0.6358916938304902,9.896309330796706e-05,10.10660490989685,0.4344817181428274,6.725616455078125,30.0
