episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,n_grad_steps_clob,learning_rate_clob,actor_learning_rate_clob,actor_loss_clob,ent_coef_clob,grad_norm_clob,loss_auction,n_grad_steps_auction,learning_rate_auction,actor_learning_rate_auction,actor_loss_auction,ent_coef_auction,grad_norm_auction
10,28.275876076229906,27.911755448578557,27.91176986901927,14.537072916964533,0.0,-13.37469695205474,0.0,1.4420441003710555e-05,11.171740860716227,6.034240860716032,5.137500000000177,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
11,36.64574960701924,13.609818490246965,13.484355826455381,4.51836236457751,0.0,-8.965993461877881,-0.13087184379043038,0.005409179999999885,48.53574858565326,47.99576139282747,0.5399871928257992,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
12,27.322041680596158,27.30052593514265,27.292824320077518,-1.0084418500187302,0.0,-28.30126617009624,-0.007701615065570877,0.0,1.4668246471035502,1.466824647103572,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
13,10.738142987645915,10.702910978036813,2.876006784679521,-6.96275553775313,0.0,-9.838762322432652,-7.826811540950871,-9.265240735123088e-05,0.5079808309691884,-1.8770191690310742,2.385000000000261,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
14,44.63584877881658,-8.890295210456344,-9.048733664328807,-54.04848687128668,0.0,-44.999753206957855,0.0,-0.15843845387682604,54.13980609766926,73.16156367196707,-19.021757574297848,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
15,17.450276782559232,-1.6534630851430627,-1.6494574851451524,-13.135867066892342,0.0,-11.48640958174719,0.0,0.004005599999999915,44.05782523496482,43.707825234964844,0.3499999999999659,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
16,-6.665520560081859,-6.667441255830329,-16.115487388594744,5.700455702830823,0.0,21.815943091425563,-9.448046132765427,0.0,0.43825742988217087,0.4382574298821691,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
17,-34.81949729422195,-34.820021731374084,-47.06427137132229,-28.63025158478509,0.0,18.434019786537206,-12.247248001269668,0.002998361320082652,0.231505928337441,0.2290059283374002,0.0025000000000687805,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,
18,-3.568486039135678,-3.7260333136018255,-10.678889064508304,23.110753839006527,4.440892098500626e-16,33.789642903514824,-6.942097432280576,-0.010758318624661197,0.2500569086454192,-3.969222524199765,4.2192794328451875,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
19,41.30142884668879,41.30087771909425,40.966328404402894,9.680562400250766,0.0,-31.28576600415212,-0.3358502246916828,0.0013009100000002036,0.2997610688636314,0.23476106886362924,0.06499999999998707,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
20,-140.0,-240.0,-240.0,-177.16697874944893,0.0,62.83302125055106,0.0,0.0,100.0,100.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
21,16.411359625206387,-64.92978757845955,-64.86668736050353,-75.50962276864865,0.0,-10.642935408145132,0.0,0.06310021795605403,100.0,90.18932708678224,9.81067291321776,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
22,12.34650000000147,-92.32686099999955,-92.34470722929544,-91.0694156419659,0.0,1.275291587329526,0.0,-0.017846229295879864,100.0,102.3100000000005,-2.3100000000004997,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
23,22.565,-77.435,-77.4347254675,-52.76041203125543,0.0,24.674313436244596,0.0,0.0002745324999997503,100.0,100.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
24,12.278148926898211,12.275297531262805,10.751382424523541,-1.981495074810138,0.0,-12.732877499333677,-1.523915106739878,0.0,0.5339846098351302,0.5339846098350947,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
25,7.681072885965477,7.061276048018848,6.656104537387958,7.692564922490653,0.0,1.0364603851026941,-0.4892439072630168,0.08407239663286432,0.13354880889184528,-7.87271768798189,8.006266496873723,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,,,
26,52.19576376250552,18.88490492694384,18.711581181202035,-14.971107794777582,0.0,-33.6826889759796,0.0,-0.17332374574351445,49.55056015110818,57.71556015110802,-8.164999999999846,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
27,-1.5500083473639825,-3.773358077382364,-3.9282947495485097,8.676803303301236,0.0,12.605098052849739,-0.15773247216814568,0.0027958000000002955,15.190901146538366,14.910901146538333,0.28000000000002956,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,
28,0.41619267458190734,0.40861324312320896,-4.791993990189578,-0.36757287859081794,0.0,4.424421111598761,-5.200607233312008,0.0,0.8705993027046333,0.8705993027046599,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
29,25.621748532839774,25.339948505592833,25.5024181119384,9.466704991389957,0.0,-16.03571312054845,0.0,0.16246960634650148,8.131515967371584,-5.308484032630616,13.440000000002186,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
30,27.61805045413348,27.246161063332565,25.972708541593917,3.1009680712326975,2.220446049250313e-16,-22.871740470361203,-1.2606348119768,-0.012817709761686589,0.7550999471933437,-6.098273450747486,6.853373397940819,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
31,27.41034594316625,27.40315767332255,27.18441868611306,8.895926897838617,0.0,-18.28849178827445,-0.21873898720751583,0.0,0.8478366495793637,0.8478366495793532,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
32,1.503973758298991,0.32924211982530216,-2.9243927930786575,0.21638038714955576,6.661338147750939e-16,3.1407731802282135,-3.254084957905903,0.0004500450000000167,10.8778381714271,10.838503764236505,0.03933440719061043,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,10.741299738486608,48.0,0.00023447058520450828,0.00023447058520450828,0.3909801748911074,0.0009945626855672647,2.4896000027656555,0.285394328335921,30.0,0.00023447058520450825,0.00023447058520450825,0.018209646129980682,0.0009966404060833157,0.409838013847669
33,15.623639564037672,15.622500784129787,14.72262737919098,19.307902260170138,0.0,4.5852748809791715,-0.9043645299393788,0.004491124999999746,0.7749581319046115,0.3374581319046577,0.4374999999999609,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73136823933299,41.0,0.00023267171427506018,0.00023267171427506018,0.025012068450450897,0.0009921284778634223,2.6228480673417813,0.2912621339162191,30.0,0.00023267171427506018,0.00023267171427506018,-0.03488591709950318,0.0009916858825211724,0.428708516061306
34,-21.854142174210544,-49.205553134422054,-49.43277163688461,-27.408777443897694,0.0,22.02399419298693,-0.22721850245937958,0.0,52.29857642442239,52.29857642442241,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.183035193549262,45.0,0.00023088664438004888,0.00023088664438004888,-0.2877633982234531,0.001006367681030598,2.8130866898430718,0.24503324329853057,30.0,0.00023088664438004886,0.00023088664438004886,-0.08557365789699058,0.0009957746757815282,0.3492512928942839
35,33.936544907781354,22.20658230679777,22.22524675756106,-6.4086504276395,0.0,-28.633897185200553,0.0,0.018664450759855473,36.83014625146027,34.24903298048513,2.581113270975109,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,8.224711395973383,43.0,0.00022911526963719647,0.00022911526963719647,-0.24974767175004925,0.001019928471705075,2.866778167181237,0.18178218975663185,30.0,0.00022911526963719647,0.00022911526963719647,-0.09742813960959514,0.001002949794443945,0.35666043708721795
36,18.106264698037194,17.669162993145672,17.57382312583839,3.4295522523239965,0.0,-14.144270873514397,-0.09609134230674954,0.0007514750000000286,6.658435347043081,6.611366764077775,0.04706858296533235,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,9.008864084879557,36.0,0.00022735748497655967,0.00022735748497655967,-0.19816653720206684,0.001030134282902711,3.0115813778506384,0.23496726602315904,30.0,0.00022735748497655967,0.00022735748497655967,-0.11804483259717623,0.0010101827210746706,0.3743986090024312
37,18.17350043393708,18.1729947883063,18.062501710588858,10.815816860721656,0.0,-7.246684849867204,-0.12173257122049108,0.011239493503878931,0.597634344379486,-0.2248656556204125,0.8224999999998985,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.634512988003818,44.0,0.0002256131861342975,0.0002256131861342975,-0.19657167309725826,0.0010391572061714462,3.102070610631596,0.18985275415082772,30.0,0.0002256131861342975,0.0002256131861342975,-0.13158206765850386,0.0010174013441428542,0.33138547639052074
38,-16.563619866813127,-20.426091605160526,-25.229492172901,10.617981875276396,0.0,35.847474048177396,-4.8034005677423295,6.938893903907228e-18,19.653172106170047,19.653172106170032,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,8.660855099961564,37.0,0.00022388226964648668,0.00022388226964648668,-0.19114829015892906,0.0010473356217246604,2.8990064150578267,0.17327750275532405,30.0,0.00022388226964648665,0.00022388226964648665,-0.12794618755578996,0.001024327512520055,0.4373022556304932
39,24.891836222672282,23.750377390869545,23.84413578700644,8.30218355020455,0.0,-15.541952236801894,0.0,0.09375839613584559,20.171670817043676,10.683907673705985,9.48776314333768,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,8.038713524981242,41.0,0.00022216463284298457,0.00022216463284298457,-0.19096831059673938,0.0010537353866710895,3.5541896020493855,0.1962690010666847,30.0,0.0002221646328429846,0.0002221646328429846,-0.13624688213070232,0.001030762578981618,0.41686607400576275
40,21.86944876618145,20.462310362680743,16.393778070167926,2.7905706261004353,1.7763568394002505e-15,-13.603207444067497,-4.1415313136550935,0.07299902113975729,21.727286472264623,11.862286472264554,9.86500000000008,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,7.968474335140652,45.0,0.0002204601738413398,0.0002204601738413398,-0.2792160333858596,0.001061874550456802,2.9612347364425657,0.1562340798477332,30.0,0.0002204601738413398,0.0002204601738413398,-0.16956500162680943,0.001037087372969836,0.33732172499100366
41,21.15627309289448,17.893435940566274,17.42318183780928,21.4326531372081,0.0,4.009471299398829,-0.5939642781433037,0.12371017538737292,27.194960759350906,18.063325143306827,9.131635616044091,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,6.922964256863262,43.0,0.00021876879154074825,0.00021876879154074825,-0.37601060047745705,0.00107250090818419,3.2380611979684164,0.19441240082184474,30.0,0.00021876879154074825,0.00021876879154074825,-0.16940382197499276,0.0010437425885659953,0.4235806321104368
42,25.938179577246046,21.620111023540385,21.237783053366478,9.987870825327997,0.0,-11.249912228038482,-0.5009261388253492,0.11859816865196267,35.197296593452236,20.779962833714745,14.417333759737499,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,7.39389565411736,34.0,0.00021709038561605672,0.00021709038561605672,-0.3054081932367647,0.001081841336974107,3.7092619573368744,0.15961815950771172,30.0,0.00021709038561605672,0.00021709038561605672,-0.18565692206223805,0.0010505307970258098,0.3283770740032196
43,27.697048894340696,24.247242815093905,23.835504819306486,7.607861466256693,0.0,-16.227643353049796,-0.6015345546421003,0.18979655885524432,44.03615359655056,18.57365359655119,25.462499999999373,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,6.639536170072334,43.0,0.00021542485651181197,0.00021542485651181197,-0.3941375758758811,0.0010901099330810613,3.5175773043965184,0.18165166812638442,30.0,0.00021542485651181197,0.00021542485651181197,-0.22841296046972276,0.0010576362915647526,0.4111736233035723
44,-10.525559356799931,-25.726834554757513,-25.77459659927372,5.411434866551791,0.0,31.186031465825515,-0.28564752124168535,0.23788547672477006,71.06793087326808,38.98881275181072,32.07911812145736,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,1.0,0.0,1.0,7.653987078105702,34.0,0.00021377210543635568,0.00021377210543635568,-0.2604989979196997,0.0010974524056484155,3.888427232994753,0.194853492329518,30.0,0.00021377210543635568,0.00021377210543635568,-0.3089138184984525,0.0010662015721512339,0.4761092906196912
45,-43.59715270059692,-75.32256973799886,-75.99659551411875,-31.657417868235164,0.0,44.339177645883595,-0.6959319511224749,0.021906174999998758,58.62174101443147,56.32532027197177,2.2964207424596856,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,8.188041538805575,37.0,0.00021213203435596428,0.00021213203435596428,-0.3448535004580343,0.001103646496336001,3.694197364755579,0.2185381370286147,30.0,0.00021213203435596425,0.00021213203435596425,-0.3311223069826762,0.0010758458248650035,0.5088926066954931
46,-23.593182729068854,-42.0820036810587,-48.38512789232385,-12.936904356758017,0.0,35.44822353556586,-6.303624461261393,0.0005002499999999716,43.03341248113542,42.99862899208514,0.03478348905029777,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,8.004715317174009,38.0,0.00021050454598903415,0.00021050454598903415,-0.3169149089800684,0.001110611961370236,3.9776825214687146,0.2244712953766187,30.0,0.00021050454598903415,0.00021050454598903415,-0.3529847721258799,0.0010858327111539742,0.44489981333414713
47,-15.511360729877707,-34.36031566872368,-35.54626435383179,-22.83614160433058,0.0,12.710122749501204,-1.1929416851083623,0.006993000000000598,44.10707909399158,43.41538314796493,0.6916959460266408,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,8.325903578502375,41.0,0.0002088895438003116,0.0002088895438003116,-0.30383474661446197,0.001118130956367567,4.279441487498399,0.25567997619509697,30.0,0.0002088895438003116,0.0002088895438003116,-0.38782182534535725,0.001095818386723598,0.45905429820219673
48,31.463641203419684,25.293666811995674,25.4700999543024,-6.598417939772888,0.0,-32.06851789407524,-0.06397050839552776,0.24040365070328742,0.2491974744763894,-24.839433148572475,25.088630623048864,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,2.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,8.155977882836995,38.0,0.0002072869319951664,0.0002072869319951664,-0.2399546451082355,0.0011244369180578935,4.292220652103424,0.22862802743911742,30.0,0.0002072869319951664,0.0002072869319951664,-0.4065814584493637,0.0011060499004088343,0.4742895573377609
49,6.030229357467761,-4.537200884929703,-4.297912788056454,-2.6003469154631933,0.0,1.6975658725932552,0.0,0.23928809687253402,62.50578046580109,32.507584103401875,29.9981963623992,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,4.0,4.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.929811047344673,41.0,0.00020569661551390986,0.00020569661551390986,-0.21525610131552306,0.0011295698889781062,4.427888471905778,0.23142865051825842,30.0,0.0002056966155139099,0.0002056966155139099,-0.4295300285021464,0.0011161351266006628,0.48374332835276923
50,48.75168260251303,45.95617650657146,46.181063590667314,4.452601054009647,0.0,-41.72846253665765,0.0,0.22488708409229033,0.3406633500088958,-16.719767031695064,17.060430381703945,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,7.365446170171102,45.0,0.00020411850002615653,0.00020411850002615653,-0.25892296785281765,0.0011345725170233184,4.498784266577827,0.2454201400279999,30.0,0.0002041185000261565,0.0002041185000261565,-0.47678224245707196,0.0011256768989066283,0.575922429561615
51,-5.671520574576789,-11.412513213417387,-11.41705436680459,8.198253411235985,1.7763568394002505e-15,19.615307778040567,-0.2201040971536088,0.21556294376834198,29.992868609103425,23.960368609102407,6.032500000001033,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,14.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,8.801049374398731,42.0,0.0002025524919252285,0.0002025524919252285,-0.30173848134775955,0.0011398287550989715,5.33709457658586,0.24020734578371047,30.0,0.0002025524919252285,0.0002025524919252285,-0.5064324080944062,0.0011351218912750483,0.6105889777342478
52,-27.840155323303406,-45.34302505408343,-48.697381079560756,-16.660869785655223,0.0,32.03651129390552,-3.5849584620922315,0.23060243661452423,44.24863340749088,41.836431170428504,2.4122022370623606,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,7.8963835516641305,43.0,0.00020099849832260343,0.00020099849832260343,-0.28377963897100716,0.0011447195835454867,5.1172203185946445,0.24720886995395025,30.0,0.0002009984983226034,0.0002009984983226034,-0.5294866094986598,0.0011444500725095472,0.6379741122325261
