episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,n_grad_steps_clob,learning_rate_clob,actor_learning_rate_clob,grad_norm_clob,actor_loss_clob,loss_auction,n_grad_steps_auction,learning_rate_auction,actor_learning_rate_auction,grad_norm_auction,actor_loss_auction
10,28.982263492476704,17.41271314856563,17.399233710798477,6.904216479771323,2.6645352591003757e-15,-10.495017231027164,0.0,-0.013479437767314324,36.40417819959524,34.01404172383969,2.3901364757555412,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
11,15.087307189037746,15.084854171367585,15.087487833865426,-6.834496418738197,0.0,-21.92198425260363,0.0,0.0026336624999997436,0.6827794837423653,0.49527948374236885,0.18749999999998934,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
12,9.586162620027608,7.15335793985454,7.115958262543035,3.465282854729649,0.0,-3.6506754078133863,-0.03739967731153904,0.0,15.597450689689865,15.597450689689863,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,
13,18.532767559176136,-36.339816511469984,-36.31060316645711,-38.86114178422366,0.0,-2.5505386177664917,0.0,0.029213345013322296,75.79566594264936,74.0760312588668,1.7196346837825645,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
14,1.5068330629765114,1.4251967302939028,0.6408503357936528,-2.8583717580343,0.0,-3.4992220938279526,-0.6716050447203656,-0.11274134978126486,0.915457919600172,2.8572072497914576,-1.9417493301912674,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
15,-26.45695776103872,-27.65238818670927,-27.67788429616219,1.5915736813012313,0.0,29.269457977463425,-0.02591991945371319,0.00042380999999961456,11.016768347717658,10.933574098484682,0.0831942492329764,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,,,,,,,,,,,,
16,3.4431791807637637,3.439093567901255,3.4390935678983823,6.189998608875537,0.0,2.750905040977151,0.0,0.0,0.6391879897579855,0.6391879897580006,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
17,29.44602025763743,27.593717901954317,23.174459563487396,-11.168867499072753,0.0,-34.34332706256017,-4.570182100970101,0.15092376250148148,0.20256849508888308,-13.609931504908879,13.81249999999774,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,2.0,0.0,1.0,,,,,,,,,,,,
18,8.677943055781725,8.518948233466599,8.174675798464227,13.589364323539813,0.0,5.414688525075573,-0.2663408846032098,-0.0779315504005623,0.47741548267921985,3.987415482679545,-3.5100000000003178,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
19,-5.884005993512401,-5.884025940857264,-6.098805866993048,-9.440981917772204,0.0,-3.3421760507791585,-0.21883235613572083,0.004052430000000154,0.31533754948159753,-0.04466245051838236,0.3599999999999923,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
20,-13.0,-113.0,-113.0,-108.36349113146267,0.0,4.636508868537329,0.0,0.0,100.0,100.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
21,10.769000000000233,-81.67922500000154,-81.6584070068353,-90.56980730893106,0.0,-8.911400302095808,0.0,0.020817993166367673,100.0,96.15000000000092,3.849999999999085,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
22,-99.62750000000051,-236.40052499999862,-236.44543884945926,-195.39728731152786,0.0,41.0481515379314,0.0,-0.04491384946198148,100.0,116.94999999999919,-16.949999999999186,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,
23,18.566990779790505,-81.53257297977774,-81.53257297977922,-96.14729237945959,0.0,-14.614719399680393,0.0,0.0,100.0,100.04976949477107,-0.049769494771074445,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,1.0,0.0,1.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
24,-2.9113895550035522,-2.913861099701631,-2.9138610997001706,-3.8482739298896664,1.734723475976807e-18,-0.934412830189498,0.0,0.0,0.4971463263546241,0.4971463263546365,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
25,17.04660660731497,12.670506058277663,12.670506058279472,3.0938272248153504,0.0,-9.576678833464127,0.0,0.0,20.91913131331536,20.91913131331535,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
26,14.779727316134085,-17.639043201150585,-17.6779420978676,-25.826992797543962,0.0,-8.149050699676343,0.0,-0.03889889671421086,53.49248371440687,56.93748371440792,-3.4450000000010235,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,
27,-8.301385269639068,-8.30140985304225,-9.96922034741982,0.19851149213736458,-1.3877787807814457e-17,10.167731839557192,-1.6696104943774452,0.0017999999999992156,0.16958165303998385,0.04958165303998996,0.11999999999997613,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
28,-40.84045411482293,-40.84050320996126,-41.18629068669034,6.477347210869839,0.0,47.66363789756018,-0.34578747673091215,0.0,0.07006792299522147,0.0700679229952006,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
29,13.829805175548245,-9.071162314078265,-8.966003389318253,-17.52879531768113,3.552713678800501e-15,-8.562791928362879,0.0,0.10515892476005469,49.46495532296272,47.8549553229616,1.610000000001122,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,
30,0.8448005300633668,0.039760177052714285,-0.1681259310265909,5.641151932658626,0.0,5.8092778636852165,-0.11058263962593173,-0.097303468453804,0.22990409818171997,8.97240409818156,-8.742499999999854,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
31,-14.679449059577165,-14.681125243962827,-14.864864474182102,-2.0982923312554336,0.0,12.76657214292668,-0.18998048022177727,0.0062412499999996455,0.26631251650331933,-0.4094123087624163,0.6757248252657356,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
32,-4.6292878051363076,-7.2230842579487895,-7.3284316176847355,-1.8718332293599393,0.0,5.456598388324801,-0.10519749473132833,-0.0001498650000000767,16.075844851250082,16.10526762526001,-0.029422774009898484,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,16.511026640196103,37.0,0.00023447058520450825,0.00023447058520450825,3.770037116231145,0.2217385373595688,1.341336727142334,30.0,0.00023447058520450825,0.00023447058520450825,1.1434913297494254,0.0001646519328157107
33,11.274551682207559,11.272429840941703,11.27255466594102,8.882275937148211,0.0,-2.390278728792821,0.0,0.0001248249999999929,0.47289976065714256,0.46063448262755874,0.012265278029567837,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,2.0,0.0,1.0,14.042919868376197,41.0,0.00023267171427506018,0.00023267171427506018,4.118108179511093,0.12742373453719275,1.1365834241112074,30.0,0.00023267171427506018,0.00023267171427506018,1.123876656095187,0.008540342934429646
34,12.435992197516637,-17.40265413166268,-17.41285811166006,-26.138295716697453,0.0,-8.725437605037387,0.0,-0.010203979999998005,53.90976208568723,54.624762085687216,-0.7150000000000105,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,14.344937287844145,39.0,0.00023088664438004886,0.00023088664438004886,4.404534691419357,-0.250391471934946,1.5559362858533858,30.0,0.00023088664438004886,0.00023088664438004886,1.4758341958125432,0.011697991037120421
35,21.86274140162999,5.317729870623101,5.319330670620641,-2.388588522146674,0.0,-7.707919192767311,0.0,0.0016008000000002536,40.79308540581502,40.67555965319578,0.11752575261924829,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.651527781819189,43.0,0.00022911526963719647,0.00022911526963719647,4.625319090000419,-0.31772641837596893,1.097697655359904,30.0,0.00022911526963719647,0.00022911526963719647,1.2869361837704976,0.0006963790549586216
36,6.538100612877213,2.0512349526462295,1.7624532631351286,12.763158161271495,0.0,11.00070489813637,-0.2905809695128596,0.0017992800000000673,21.360044823028034,21.182222877287888,0.17782194574016041,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,13.343939531933177,44.0,0.00022735748497655967,0.00022735748497655967,4.071367632259022,-0.279786424880678,1.3510445440808931,30.0,0.00022735748497655967,0.00022735748497655967,1.3552896370490393,0.009718891233205795
37,26.31952421875269,25.16495011227877,25.16610597727713,15.77124547488331,1.7763568394002505e-15,-9.394860502393843,0.0,0.0011558649999997678,10.860111011403802,10.745111011403841,0.11499999999997712,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,13.282783206628293,49.0,0.0002256131861342975,0.0002256131861342975,4.136039383557378,-0.24714567884802818,1.091893137494723,30.0,0.0002256131861342975,0.0002256131861342975,1.2369467347860337,-0.039471055412044126
38,-10.605845345226422,-18.986736652442694,-19.714106262850727,-22.533383123419263,0.0,-2.8192768605685465,-0.7050545604097636,-0.022315049999998456,25.642269096171674,28.949769096171163,-3.307499999999518,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.627232038057768,39.0,0.00022388226964648665,0.00022388226964648665,3.946854456877097,-0.18347192890942096,1.2176117281119028,30.0,0.00022388226964648665,0.00022388226964648665,1.5631335119406382,-0.037496809971829255
39,-37.24002835762476,-37.240870585729,-37.22621533301078,9.667594119006726,0.0,46.89380945201747,-0.006024987281520566,0.020680240000001095,0.37478833513482357,-0.2902116648649766,0.6649999999998144,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.928490301457847,41.0,0.00022216463284298457,0.00022216463284298457,5.020358242639682,-0.04330038914922625,1.1239469602704049,30.0,0.0002221646328429846,0.0002221646328429846,1.647928810119629,-0.06728502148762346
40,26.96270062427463,26.935398366434068,26.949300931435886,15.823139296608666,0.0,-11.126161634827229,0.0,0.013902564999997931,3.235946204405508,1.6523394881367133,1.5836067162687764,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,11.533549267312754,46.0,0.0002204601738413398,0.0002204601738413398,4.5842149879621426,-0.05175551549410042,1.0112316330273947,30.0,0.0002204601738413398,0.0002204601738413398,1.2383869250615438,-0.1002216536551714
41,2.666538134944858,-8.080636663424182,-7.998441376949531,-5.712332803596698,0.0,2.286108573352832,0.0,0.08219528647688981,36.79156830135672,32.78288394630503,4.00868435505172,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,12.593283543219933,39.0,0.00021876879154074825,0.00021876879154074825,5.016730015094463,0.05291641007643193,1.1830122763911883,30.0,0.00021876879154074825,0.00021876879154074825,1.572900469104449,-0.1082446664571762
42,13.555303157914633,13.463658300219018,13.432189525217463,10.16648957885143,0.0,-3.2656999463660363,0.0,-0.03146877500000008,0.65479016936969,3.0272901693695395,-2.372499999999839,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,13.471052959047515,29.0,0.00021709038561605672,0.00021709038561605672,5.245303647271518,-0.05508245434612036,0.7789801662166913,30.0,0.00021709038561605672,0.00021709038561605672,1.3182953317960104,-0.12370390680929025
43,-26.41406133674957,-44.58565042901333,-44.557028330740415,-22.025013710018538,0.0,22.532014620721878,-0.009115749227987635,0.037737847500003606,45.565646912884056,42.628146912883466,2.9375000000005933,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.934184670448303,44.0,0.00021542485651181197,0.00021542485651181197,5.832704787904566,-0.08153623664243655,0.8297793467839559,30.0,0.00021542485651181197,0.00021542485651181197,1.2086653739213944,-0.14462961380680403
44,20.95799293988182,20.310737284948917,20.337614247444126,10.16898789732693,8.881784197001252e-16,-10.168626350117203,0.0,0.026876962500002412,10.68171978763344,8.045220040079101,2.6364997475543475,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,14.128647757739556,41.0,0.00021377210543635568,0.00021377210543635568,6.369908989929572,-0.11396578515303277,1.090661949912707,30.0,0.00021377210543635568,0.00021377210543635568,1.623918464779854,-0.18964667866627374
45,31.271340431516233,31.127616572599322,31.121597372598703,22.160567871046844,4.440892098500626e-16,-8.961029501551858,0.0,-0.006019199999999652,3.311202702940264,3.7910929679567587,-0.47989026501648385,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25295082298485,37.0,0.00021213203435596428,0.00021213203435596428,6.306816951648609,0.043651367641157575,0.8007664690415065,30.0,0.00021213203435596425,0.00021213203435596425,1.2500724037488302,-0.21423272987206776
46,-29.443487196558635,-31.993403666527822,-32.42565813097319,-3.843600606866728,0.0,28.582057524106457,-0.6472334167011979,0.21497895225534838,30.455957877858566,15.968457877857798,14.487500000000775,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,11.965446027119954,45.0,0.00021050454598903418,0.00021050454598903418,6.089549748102824,0.04409055982756874,1.161464116970698,30.0,0.00021050454598903415,0.00021050454598903415,2.000819146633148,-0.16976769169171652
47,-13.69172372842877,-24.62782129779981,-24.42114580566878,-7.104238196709533,0.0,17.316907608959255,0.0,0.2066754921283933,41.12523160787018,33.06977104452197,8.055460563348207,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,12.47814446145838,44.0,0.0002088895438003116,0.0002088895438003116,6.573302241888913,0.0957479970106347,0.8355457961559296,30.0,0.0002088895438003116,0.0002088895438003116,1.419129995505015,-0.23971128165721894
48,-30.43765716186317,-49.1283180509725,-49.119933686315775,-20.661391985477085,0.0,28.458541700838687,-0.20880725996889993,0.21719162462545805,54.052696988633315,43.232696988632725,10.820000000000604,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,2.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,12.292937186456495,31.0,0.0002072869319951664,0.0002072869319951664,6.887095497500512,0.03309300839900971,0.9309098015228907,30.0,0.0002072869319951664,0.0002072869319951664,1.5872496008872985,-0.21839898029963176
49,2.035655319665471,1.7480470886396349,1.8087603637333134,6.4488543443048485,0.0,4.640093980571535,-0.006661852409507674,0.06737512749999465,0.6095881880649756,-5.362911811934225,5.9724999999991795,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,13.413561749458314,40.0,0.0002056966155139099,0.0002056966155139099,7.027065044641494,0.1002769950311631,1.1584388196468354,30.0,0.0002056966155139099,0.0002056966155139099,2.015727241834005,-0.2148574491341909
50,15.643824588301694,14.749842819077251,14.810590433062886,5.615165744786498,0.0,-9.195424688276388,-0.021618278510118216,0.08236589250000194,0.11643055475948927,-9.455060915850531,9.571491470610065,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,11.339140920639037,50.0,0.0002041185000261565,0.0002041185000261565,7.244035301208496,-0.08676462806761265,1.10104007050395,30.0,0.0002041185000261565,0.0002041185000261565,2.1480286449193953,-0.1936922868092855
51,11.588498575878475,4.452197228758543,4.473333857345341,-4.677373486696062,0.0,-9.1507073440414,-0.1602709065889485,0.18140753517555702,40.720330670844135,26.713856604990475,14.00647406585366,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,11.054403430537173,38.0,0.0002025524919252285,0.0002025524919252285,7.369840722335012,0.009528307293198611,0.9435916731754939,30.0,0.0002025524919252285,0.0002025524919252285,1.493101923664411,-0.20943831702073415
52,13.958260806921942,13.168674864775381,13.255095409774516,8.984812627233469,0.0,-4.2702827825410505,0.0,0.08642054499999698,14.259747623740878,8.885864854624788,5.373882769116104,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,11.370680154756059,43.0,0.00020099849832260343,0.00020099849832260343,6.734501189963762,-0.16312202243981036,0.8537053282062212,30.0,0.0002009984983226034,0.0002009984983226034,1.3964795410633086,-0.20147097433606784
53,38.041620179213496,37.833811507702904,37.89537138169317,2.3075523390030916,0.0,-35.58781904269007,-0.039411243514223315,0.10097111749999325,14.228603640486,4.558603640486751,9.669999999999241,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,11.116465703300808,46.0,0.0001994564270424047,0.0001994564270424047,7.2964993611626,-0.23704763971593068,0.7641122579574585,30.0,0.00019945642704240473,0.00019945642704240473,1.472420937816302,-0.25922664801279705
54,18.77654419535611,16.31053755560684,16.52931426374666,3.6371189441027667,0.0,-12.892195319643886,-0.006806360447285442,0.2255830685869928,32.3860239349287,15.703523934930246,16.682499999998463,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,10.6946457471603,39.0,0.00019792618661593412,0.00019792618661593412,6.734165851886456,-0.32442052191809606,1.0245034818847973,30.0,0.00019792618661593412,0.00019792618661593412,1.8106646438439686,-0.22295470933119457
