env_seed,action,chosen,predicted_advantage,shaped_advantage,economic_advantage
506181398,0,False,0.0,0.0,0.0
506181398,1,False,-0.030725315,-0.02406347719977031,-0.024238844699539186
506181398,37,True,0.022583596,-0.028999999999999915,-0.028999999999996362
1379662330,0,False,0.0,0.0,0.0
1379662330,1,False,-0.12593302,0.08639693914828817,0.14357208164830126
1379662330,2,True,0.21211904,0.005780009699709487,0.005529684699709492
780275482,0,False,0.0,0.0,0.0
780275482,1,False,0.100576594,-0.023645297062541815,-0.023794532062538565
780275482,35,True,0.12578057,-0.029744066903893085,-0.02974405190411744
710170320,0,False,0.0,0.0,0.0
710170320,1,False,-0.12082681,-0.056719141450379096,-0.028710806450376936
710170320,2,True,0.09331552,9.855736798419779e-05,-0.0001519426320015782
1122857777,0,False,0.0,0.0,0.0
1122857777,1,False,-0.081007525,-0.0036168699024603512,-0.004217487402456754
1122857777,30,True,0.006547913,-0.005064157917837875,-0.004964047917837888
1715343208,0,False,0.0,0.0,0.0
1715343208,1,False,-0.051393222,0.0012599351469305964,0.014894875146936215
1715343208,1304,True,0.051608868,-0.040284105386889535,-0.04830410538687602
586742412,0,False,0.0,0.0,0.0
586742412,1,False,-0.103036,0.01030224702278263,-0.0007141910475794155
586742412,2,True,0.09795977,0.0017578842623710254,0.0015078092623721506
767790832,0,False,0.0,0.0,0.0
767790832,1,False,-0.049893342,0.13825983055388624,0.13678346555388998
767790832,30,True,0.028846502,-0.00474214626534275,-0.00464209626511547
1839109665,0,False,0.0,0.0,0.0
1839109665,1,False,-0.028286397,-0.5177236515967483,-0.5018701665967455
1839109665,37,True,0.059452802,-0.5232593064903044,-0.5072305239903017
1562422053,0,False,0.0,0.0,0.0
1562422053,1,False,-0.017255187,0.2578756510158477,0.26590306851584344
1562422053,38,True,0.09201053,0.004829057569508188,0.005029137569504627
1048033611,0,False,0.0,0.0,0.0
1048033611,1,False,-0.065299205,-0.04231557872466318,-0.04442364872465987
1048033611,30,True,0.07984823,-0.002665702820341842,-0.002565282820341963
1706059249,0,False,0.0,0.0,0.0
1706059249,1,False,-0.019663282,-0.04095586222999739,-0.04485430222999298
1706059249,1304,True,0.14195019,-0.027503204856174197,-0.035500004856189094
2026767019,0,False,0.0,0.0,0.0
2026767019,1,False,-0.09044187,-1.1678909325567037,-1.1463414550571542
2026767019,1304,True,0.16254492,0.22142960256117927,0.21342000256072424
976395108,0,False,0.0,0.0,0.0
976395108,1,False,-0.029939707,-0.10344340617227002,-0.11242635888019947
976395108,30,True,0.056614716,-0.0005476041236150142,-0.0004475241236292504
1285297914,0,False,0.0,0.0,0.0
1285297914,1,False,-0.24544561,0.7764569797644161,0.9147003547644275
1285297914,128,True,0.39959764,0.03966576274592459,0.0386690627459183
1241639688,0,False,0.0,0.0,0.0
1241639688,1,False,-0.09187721,0.4151710445127648,0.4919225156470013
1241639688,16,True,0.029305434,0.002071160021614893,0.001995957521629066
1741168760,0,False,0.0,0.0,0.0
1741168760,1,False,0.18662813,-0.01871190407034895,-0.01888672907034561
1741168760,37,True,0.29065183,-0.030686000155090376,-0.030685982655086264
1810049311,0,False,0.0,0.0,0.0
1810049311,1,False,-0.14038838,-0.16144356278977234,-0.13962705778988038
1810049311,30,True,0.04487869,-0.000303550119844731,-0.00020324011995853652
437584705,0,False,0.0,0.0,0.0
437584705,1,False,0.03457004,-0.8198218920246145,-0.801551754524624
437584705,1052,True,0.17111823,0.3307724634586382,0.3242835134586386
1630870654,0,False,0.0,0.0,0.0
1630870654,1,False,-0.02143228,0.01631385723357537,0.01151604834375064
1630870654,40,True,0.13038822,0.0017343730480683384,0.001960790548068303
2133469465,0,False,0.0,0.0,0.0
2133469465,1,False,-0.0028427243,-0.08487070601604066,-0.08632647101605784
2133469465,2,True,0.145197,-0.0011384161876839827,-0.0013891911876910967
1040859873,0,False,0.0,0.0,0.0
1040859873,1,False,-0.025344804,0.02260094997019857,0.028848829970195666
1040859873,36,True,0.0722211,0.0007338070065124923,0.0009094545065142512
1714581627,0,False,0.0,0.0,0.0
1714581627,1,False,-0.02374307,0.5568713532952279,0.5694770144995545
1714581627,38,True,0.0932311,0.004129369149639184,0.004329649149639181
2145509593,0,False,0.0,0.0,0.0
2145509593,1,False,0.034742415,-0.034435462923881485,-0.03385428714732086
2145509593,43,True,0.13967218,-0.035045379950755066,-0.034213904174194454
465076964,0,False,0.0,0.0,0.0
465076964,1,False,-0.05151707,-0.061187753998455156,-0.05551628149846266
465076964,1304,True,0.08596089,0.025734136520978362,0.017701336520961064
1961962981,0,False,0.0,0.0,0.0
1961962981,1,False,0.038083516,0.12730632392531405,0.12483701642531742
1961962981,43,True,0.083198085,0.11186504381525353,0.10964516131571145
2009142651,0,False,0.0,0.0,0.0
2009142651,1,False,0.026055034,-0.04474318389468426,-0.04704525389469438
2009142651,1304,True,0.08162419,-0.04327187942894595,-0.05127987942896084
1609441589,0,False,0.0,0.0,0.0
1609441589,1,False,-0.06729545,-0.4061037509095331,-0.37456810090952786
1609441589,2,True,0.047113918,0.002302493798394867,0.0020520187983947835
527941261,0,False,0.0,0.0,0.0
527941261,1,False,-0.090826675,0.137674520359923,0.15093745535991943
527941261,30,True,0.06311372,0.0011701535923744621,0.0012702635923602656
14959391,0,False,0.0,0.0,0.0
14959391,1,False,-0.038901657,-0.8318278145127038,-0.7755811520127054
14959391,30,True,0.048944056,-0.0008882118560964436,-0.0007877718560962421
1007418991,0,False,0.0,0.0,0.0
1007418991,1,False,-0.10225908,-0.05470957056740561,-0.057869463016633205
1007418991,1304,True,0.10109657,-0.028825132640953044,-0.03679633264095372
205006621,0,False,0.0,0.0,0.0
205006621,1,False,-0.002679348,-0.5362876106299339,-0.5166948856299314
205006621,2,True,0.065879256,0.0057890942579037485,0.005537919257676549
1215788600,0,False,0.0,0.0,0.0
1215788600,1,False,-0.036704868,0.48320777244337054,0.5036351524433726
1215788600,30,True,0.068025514,0.0038005651781928274,0.003900575178214183
1354211858,0,False,0.0,0.0,0.0
1354211858,1,False,0.15742624,-0.01661366219517646,-0.016786929695172148
1354211858,37,True,0.24984404,-0.03443135124672736,-0.03443128124627037
2045733799,0,False,0.0,0.0,0.0
2045733799,1,False,-0.06968553,-0.008489936823634893,-0.011209082350722266
2045733799,16,True,0.00090091676,-0.00013523971158869216,-0.00021062971158603006
2054855356,0,False,0.0,0.0,0.0
2054855356,1,False,-0.09453659,-0.03372222463715446,-0.03402331213715115
2054855356,36,True,0.03170933,-0.00687606697208043,-0.00670052447208036
90139674,0,False,0.0,0.0,0.0
90139674,1,False,-0.033968374,-0.089680442407853,-0.09181295240779264
90139674,36,True,0.07877591,0.00426149029832068,0.004437085298377497
1722276393,0,False,0.0,0.0,0.0
1722276393,1,False,-0.022856854,-0.030026621585495072,-0.028947196585477286
1722276393,37,True,0.038159136,-0.030155132153556474,-0.028899989653538682
902831716,0,False,0.0,0.0,0.0
902831716,1,False,-0.059038468,-0.010058005101331077,-0.008810130101334579
902831716,2,True,0.049450666,-0.005119014826117228,-0.005368564826120803
505098110,0,False,0.0,0.0,0.0
505098110,1,False,-0.11635351,-2.38382508111742,-2.24729453111744
505098110,4,True,0.114486694,0.007042574066409291,0.006817349066373879
97598307,0,False,0.0,0.0,0.0
97598307,1,False,-0.051492266,-0.31203020929127623,-0.27578784679127466
97598307,1304,True,0.059760623,0.26880609461307564,0.2608196946130903
1371504477,0,False,0.0,0.0,0.0
1371504477,1,False,-0.0050981976,0.015482603506806192,0.03777405901923814
1371504477,40,True,0.102114566,0.0022043363447522557,0.0024279188447628997
1146986089,0,False,0.0,0.0,0.0
1146986089,1,False,-0.041333795,-0.02703792555573936,-0.027188515555508275
1146986089,30,True,0.028546333,-0.0046312686109375445,-0.004530898610482836
851834705,0,False,0.0,0.0,0.0
851834705,1,False,-0.053461045,-0.09304877674712217,-0.08038257674712668
851834705,30,True,0.029245205,-0.00033566751266314587,-0.00023533751267734715
1903937320,0,False,0.0,0.0,0.0
1903937320,1,False,-0.064535215,-0.07659980889744346,-0.07919694889744733
1903937320,1304,True,0.12216823,-0.12002016664411717,-0.12801136664411672
794269367,0,False,0.0,0.0,0.0
794269367,1,False,-0.1562967,0.3090560775831001,0.3470329925830882
794269367,1304,True,0.26965648,0.1887509691565455,0.1807597691565377
227333411,0,False,0.0,0.0,0.0
227333411,1,False,-0.0047351867,0.04737859062743066,0.04363421562743497
227333411,1304,True,0.08179759,0.2569636871885246,0.248974887188524
1494092754,0,False,0.0,0.0,0.0
1494092754,1,False,-0.044611454,-0.009316056565726177,-0.00480049906573754
1494092754,40,True,0.07957375,0.0010468232788832799,0.001272520778876185
1367118795,0,False,0.0,0.0,0.0
1367118795,1,False,-0.0015054345,0.1659107625568189,0.18684017505680828
1367118795,1304,True,0.049825698,-0.11316723154666064,-0.12118643154667907
303721135,0,False,0.0,0.0,0.0
303721135,1,False,0.02801517,-0.028230519745450072,-0.031352707245460465
303721135,1304,True,0.12390559,0.0010572486182093832,-0.006937151381805506
952454022,0,False,0.0,0.0,0.0
952454022,1,False,-0.0132646505,0.05017604895169588,0.06884399395170249
952454022,40,True,0.072193876,0.0015415465860282255,0.0017670865860281992
40174417,0,False,0.0,0.0,0.0
40174417,1,False,-0.036617376,-0.029077915132878454,-0.03195964334588197
40174417,1304,True,0.06401958,-0.021564106114997705,-0.029544106114999025
464823362,0,False,0.0,0.0,0.0
464823362,1,False,-0.040362895,-2.3610968407718387,-2.2545360232718252
464823362,128,True,0.114756286,0.035823439023991765,0.03482253902404864
874738964,0,False,0.0,0.0,0.0
874738964,1,False,0.03582473,-0.030014159798556865,-0.030389684798555194
874738964,1304,True,0.10514282,-0.028292723113296676,-0.036303923113294445
1902973885,0,False,0.0,0.0,0.0
1902973885,1,False,-0.0596102,-0.13988119552763767,-0.11490529052764487
1902973885,30,True,0.052377455,1.2102569339859925e-05,0.00011202256929720988
317388786,0,False,0.0,0.0,0.0
317388786,1,False,0.1374663,-0.028924407499999916,-0.028999999999996362
317388786,35,True,0.16456927,-0.036170231072969905,-0.036094608572966536
1270330834,0,False,0.0,0.0,0.0
1270330834,1,False,0.04689299,0.16474949721825105,0.16235357721825494
1270330834,543,True,0.12806855,-0.02440023447441675,-0.024200834474868316
1999624603,0,False,0.0,0.0,0.0
1999624603,1,False,0.1008462,0.15155539317603228,0.14896943317603473
1999624603,543,True,0.31404135,-0.04691339081776036,-0.046913130817529236
1234435249,0,False,0.0,0.0,0.0
1234435249,1,False,-0.08275643,-0.2645440670006693,-0.2501452220006719
1234435249,26,True,0.01886329,-0.00046673470366603853,-0.00041655970365184203
95265707,0,False,0.0,0.0,0.0
95265707,1,False,0.118916154,-0.015422752006649776,-0.015598259506646173
95265707,37,True,0.23075587,-0.025905924636862032,-0.025905977136858382
1274775281,0,False,0.0,0.0,0.0
1274775281,1,False,-0.028597549,0.15936734502038025,0.1676420950203834
1274775281,1304,True,0.08764756,-0.17319224541911798,-0.18121704541911043
1448920259,0,False,0.0,0.0,0.0
1448920259,1,False,-0.017659977,0.060815256633402925,0.07259264663339948
1448920259,753,True,0.055143096,0.08267381494992004,0.09806668494991655
811551334,0,False,0.0,0.0,0.0
811551334,1,False,0.08159749,-0.024200933421138604,-0.024373955921134893
811551334,1304,True,0.13493036,0.102775895458866,0.0948670954588664
1929991257,0,False,0.0,0.0,0.0
1929991257,1,False,-0.03371186,-0.09261916052188932,-0.07091197552188078
1929991257,26,True,0.012560196,1.5249195615234246e-05,6.52141956294372e-05
